season,team,offense_firstDowns,offense_firstDownsOpponent,offense_fourthDownConversions,offense_fourthDownConversionsOpponent,offense_fourthDowns,offense_fourthDownsOpponent,offense_fumblesLost,offense_fumblesLostOpponent,offense_fumblesRecovered,offense_fumblesRecoveredOpponent,offense_games,offense_interceptions,offense_interceptionsOpponent,offense_interceptionTDs,offense_interceptionTDsOpponent,offense_interceptionYards,offense_interceptionYardsOpponent,offense_kickReturns,offense_kickReturnsOpponent,offense_kickReturnTDs,offense_kickReturnTDsOpponent,offense_kickReturnYards,offense_kickReturnYardsOpponent,offense_netPassingYards,offense_netPassingYardsOpponent,offense_passAttempts,offense_passAttemptsOpponent,offense_passCompletions,offense_passCompletionsOpponent,offense_passesIntercepted,offense_passesInterceptedOpponent,offense_passingTDs,offense_passingTDsOpponent,offense_penalties,offense_penaltiesOpponent,offense_penaltyYards,offense_penaltyYardsOpponent,offense_possessionTime,offense_possessionTimeOpponent,offense_puntReturns,offense_puntReturnsOpponent,offense_puntReturnTDs,offense_puntReturnTDsOpponent,offense_puntReturnYards,offense_puntReturnYardsOpponent,offense_rushingAttempts,offense_rushingAttemptsOpponent,offense_rushingTDs,offense_rushingTDsOpponent,offense_rushingYards,offense_rushingYardsOpponent,offense_sacks,offense_sacksOpponent,offense_tacklesForLoss,offense_tacklesForLossOpponent,offense_thirdDownConversions,offense_thirdDownConversionsOpponent,offense_thirdDowns,offense_thirdDownsOpponent,offense_totalYards,offense_totalYardsOpponent,offense_turnovers,offense_turnoversOpponent,defense_firstDowns,defense_firstDownsOpponent,defense_fourthDownConversions,defense_fourthDownConversionsOpponent,defense_fourthDowns,defense_fourthDownsOpponent,defense_fumblesLost,defense_fumblesLostOpponent,defense_fumblesRecovered,defense_fumblesRecoveredOpponent,defense_games,defense_interceptions,defense_interceptionsOpponent,defense_interceptionTDs,defense_interceptionTDsOpponent,defense_interceptionYards,defense_interceptionYardsOpponent,defense_kickReturns,defense_kickReturnsOpponent,defense_kickReturnTDs,defense_kickReturnTDsOpponent,defense_kickReturnYards,defense_kickReturnYardsOpponent,defense_netPassingYards,defense_netPassingYardsOpponent,defense_passAttempts,defense_passAttemptsOpponent,defense_passCompletions,defense_passCompletionsOpponent,defense_passesIntercepted,defense_passesInterceptedOpponent,defense_passingTDs,defense_passingTDsOpponent,defense_penalties,defense_penaltiesOpponent,defense_penaltyYards,defense_penaltyYardsOpponent,defense_possessionTime,defense_possessionTimeOpponent,defense_puntReturns,defense_puntReturnsOpponent,defense_puntReturnTDs,defense_puntReturnTDsOpponent,defense_puntReturnYards,defense_puntReturnYardsOpponent,defense_rushingAttempts,defense_rushingAttemptsOpponent,defense_rushingTDs,defense_rushingTDsOpponent,defense_rushingYards,defense_rushingYardsOpponent,defense_sacks,defense_sacksOpponent,defense_tacklesForLoss,defense_tacklesForLossOpponent,defense_thirdDownConversions,defense_thirdDownConversionsOpponent,defense_thirdDowns,defense_thirdDownsOpponent,defense_totalYards,defense_totalYardsOpponent,defense_turnovers,defense_turnoversOpponent
2022,Charlotte,254.0,293.0,12.0,17.0,34.0,25.0,7.0,4.0,7.0,13.0,12,14.0,9.0,0.0,2.0,7.0,158.0,44.0,13.0,0.0,0.0,838.0,271.0,3254.0,3342.0,429.0,343.0,257.0,240.0,9.0,14.0,27.0,28.0,80.0,77.0,702.0,657.0,21272.0,21928.0,14.0,11.0,0.0,1.0,107.0,50.0,371.0,477.0,13.0,29.0,1389.0,2469.0,17.0,34.0,59.0,60.0,63.0,65.0,159.0,144.0,4643.0,5811.0,21.0,13.0,254.0,293.0,12.0,17.0,34.0,25.0,7.0,4.0,7.0,13.0,12,14.0,9.0,0.0,2.0,7.0,158.0,44.0,13.0,0.0,0.0,838.0,271.0,3254.0,3342.0,429.0,343.0,257.0,240.0,9.0,14.0,27.0,28.0,80.0,77.0,702.0,657.0,21272.0,21928.0,14.0,11.0,0.0,1.0,107.0,50.0,371.0,477.0,13.0,29.0,1389.0,2469.0,17.0,34.0,59.0,60.0,63.0,65.0,159.0,144.0,4643.0,5811.0,21.0,13.0
2022,Cincinnati,241.0,266.0,13.0,11.0,20.0,24.0,6.0,9.0,13.0,9.0,13,8.0,11.0,2.0,0.0,104.0,55.0,23.0,24.0,1.0,0.0,491.0,379.0,3155.0,2369.0,417.0,391.0,249.0,215.0,11.0,8.0,22.0,15.0,98.0,49.0,837.0,436.0,22030.0,24739.0,14.0,24.0,0.0,0.0,159.0,80.0,426.0,553.0,19.0,18.0,1686.0,1992.0,35.0,38.0,87.0,62.0,66.0,79.0,181.0,205.0,4841.0,4361.0,14.0,20.0,241.0,266.0,13.0,11.0,20.0,24.0,6.0,9.0,13.0,9.0,13,8.0,11.0,2.0,0.0,104.0,55.0,23.0,24.0,1.0,0.0,491.0,379.0,3155.0,2369.0,417.0,391.0,249.0,215.0,11.0,8.0,22.0,15.0,98.0,49.0,837.0,436.0,22030.0,24739.0,14.0,24.0,0.0,0.0,159.0,80.0,426.0,553.0,19.0,18.0,1686.0,1992.0,35.0,38.0,87.0,62.0,66.0,79.0,181.0,205.0,4841.0,4361.0,14.0,20.0
2022,Clemson,319.0,257.0,6.0,10.0,12.0,25.0,12.0,8.0,11.0,16.0,14,10.0,13.0,2.0,1.0,153.0,97.0,21.0,15.0,0.0,0.0,412.0,296.0,3247.0,3241.0,478.0,487.0,297.0,298.0,13.0,10.0,24.0,21.0,76.0,86.0,675.0,843.0,26214.0,24186.0,29.0,25.0,0.0,1.0,190.0,246.0,548.0,444.0,31.0,12.0,2497.0,1453.0,43.0,27.0,106.0,66.0,100.0,68.0,211.0,196.0,5744.0,4694.0,22.0,21.0,319.0,257.0,6.0,10.0,12.0,25.0,12.0,8.0,11.0,16.0,14,10.0,13.0,2.0,1.0,153.0,97.0,21.0,15.0,0.0,0.0,412.0,296.0,3247.0,3241.0,478.0,487.0,297.0,298.0,13.0,10.0,24.0,21.0,76.0,86.0,675.0,843.0,26214.0,24186.0,29.0,25.0,0.0,1.0,190.0,246.0,548.0,444.0,31.0,12.0,2497.0,1453.0,43.0,27.0,106.0,66.0,100.0,68.0,211.0,196.0,5744.0,4694.0,22.0,21.0
2022,Coastal Carolina,283.0,269.0,12.0,12.0,21.0,24.0,13.0,13.0,19.0,15.0,13,6.0,9.0,0.0,1.0,101.0,157.0,31.0,33.0,1.0,0.0,590.0,729.0,3200.0,3695.0,361.0,402.0,237.0,256.0,9.0,6.0,27.0,28.0,81.0,86.0,739.0,785.0,25265.0,21484.0,11.0,13.0,0.0,0.0,79.0,104.0,513.0,439.0,22.0,22.0,2067.0,1740.0,34.0,27.0,79.0,73.0,74.0,67.0,173.0,163.0,5267.0,5435.0,19.0,22.0,283.0,269.0,12.0,12.0,21.0,24.0,13.0,13.0,19.0,15.0,13,6.0,9.0,0.0,1.0,101.0,157.0,31.0,33.0,1.0,0.0,590.0,729.0,3200.0,3695.0,361.0,402.0,237.0,256.0,9.0,6.0,27.0,28.0,81.0,86.0,739.0,785.0,25265.0,21484.0,11.0,13.0,0.0,0.0,79.0,104.0,513.0,439.0,22.0,22.0,2067.0,1740.0,34.0,27.0,79.0,73.0,74.0,67.0,173.0,163.0,5267.0,5435.0,19.0,22.0
2022,Colorado,190.0,308.0,11.0,11.0,30.0,23.0,12.0,5.0,7.0,18.0,12,10.0,6.0,0.0,1.0,57.0,145.0,35.0,10.0,0.0,0.0,750.0,255.0,2075.0,3176.0,360.0,365.0,179.0,245.0,6.0,10.0,10.0,31.0,64.0,72.0,579.0,642.0,19718.0,23482.0,11.0,34.0,1.0,1.0,177.0,287.0,387.0,485.0,11.0,39.0,1300.0,2941.0,10.0,23.0,49.0,66.0,52.0,76.0,164.0,143.0,3375.0,6117.0,22.0,11.0,190.0,308.0,11.0,11.0,30.0,23.0,12.0,5.0,7.0,18.0,12,10.0,6.0,0.0,1.0,57.0,145.0,35.0,10.0,0.0,0.0,750.0,255.0,2075.0,3176.0,360.0,365.0,179.0,245.0,6.0,10.0,10.0,31.0,64.0,72.0,579.0,642.0,19718.0,23482.0,11.0,34.0,1.0,1.0,177.0,287.0,387.0,485.0,11.0,39.0,1300.0,2941.0,10.0,23.0,49.0,66.0,52.0,76.0,164.0,143.0,3375.0,6117.0,22.0,11.0
2022,Colorado State,176.0,242.0,13.0,13.0,33.0,19.0,8.0,7.0,12.0,14.0,12,11.0,8.0,1.0,1.0,79.0,80.0,19.0,6.0,0.0,0.0,319.0,103.0,2361.0,2296.0,322.0,355.0,203.0,219.0,8.0,11.0,12.0,15.0,83.0,58.0,725.0,521.0,21218.0,21977.0,20.0,14.0,1.0,0.0,202.0,78.0,385.0,472.0,4.0,24.0,1068.0,1968.0,22.0,59.0,65.0,110.0,34.0,62.0,151.0,163.0,3429.0,4264.0,19.0,15.0,176.0,242.0,13.0,13.0,33.0,19.0,8.0,7.0,12.0,14.0,12,11.0,8.0,1.0,1.0,79.0,80.0,19.0,6.0,0.0,0.0,319.0,103.0,2361.0,2296.0,322.0,355.0,203.0,219.0,8.0,11.0,12.0,15.0,83.0,58.0,725.0,521.0,21218.0,21977.0,20.0,14.0,1.0,0.0,202.0,78.0,385.0,472.0,4.0,24.0,1068.0,1968.0,22.0,59.0,65.0,110.0,34.0,62.0,151.0,163.0,3429.0,4264.0,19.0,15.0
2022,Duke,282.0,269.0,14.0,11.0,24.0,26.0,4.0,14.0,19.0,6.0,13,6.0,10.0,1.0,0.0,93.0,23.0,32.0,32.0,0.0,0.0,645.0,533.0,3010.0,3345.0,399.0,465.0,255.0,283.0,10.0,6.0,20.0,25.0,67.0,65.0,652.0,653.0,25813.0,20921.0,13.0,13.0,1.0,0.0,259.0,74.0,484.0,426.0,31.0,10.0,2394.0,1580.0,36.0,16.0,67.0,48.0,72.0,77.0,171.0,179.0,5404.0,4925.0,10.0,24.0,282.0,269.0,14.0,11.0,24.0,26.0,4.0,14.0,19.0,6.0,13,6.0,10.0,1.0,0.0,93.0,23.0,32.0,32.0,0.0,0.0,645.0,533.0,3010.0,3345.0,399.0,465.0,255.0,283.0,10.0,6.0,20.0,25.0,67.0,65.0,652.0,653.0,25813.0,20921.0,13.0,13.0,1.0,0.0,259.0,74.0,484.0,426.0,31.0,10.0,2394.0,1580.0,36.0,16.0,67.0,48.0,72.0,77.0,171.0,179.0,5404.0,4925.0,10.0,24.0
2022,East Carolina,293.0,275.0,13.0,10.0,29.0,21.0,2.0,8.0,10.0,3.0,13,5.0,11.0,1.0,0.0,120.0,33.0,33.0,50.0,1.0,1.0,735.0,1020.0,3776.0,3806.0,484.0,436.0,323.0,289.0,10.0,5.0,28.0,27.0,56.0,76.0,489.0,692.0,24332.0,22428.0,19.0,10.0,0.0,1.0,134.0,86.0,423.0,425.0,25.0,15.0,2218.0,1462.0,24.0,14.0,70.0,60.0,84.0,74.0,181.0,174.0,5994.0,5268.0,7.0,19.0,293.0,275.0,13.0,10.0,29.0,21.0,2.0,8.0,10.0,3.0,13,5.0,11.0,1.0,0.0,120.0,33.0,33.0,50.0,1.0,1.0,735.0,1020.0,3776.0,3806.0,484.0,436.0,323.0,289.0,10.0,5.0,28.0,27.0,56.0,76.0,489.0,692.0,24332.0,22428.0,19.0,10.0,0.0,1.0,134.0,86.0,423.0,425.0,25.0,15.0,2218.0,1462.0,24.0,14.0,70.0,60.0,84.0,74.0,181.0,174.0,5994.0,5268.0,7.0,19.0
2022,Eastern Michigan,277.0,275.0,11.0,12.0,24.0,20.0,7.0,7.0,7.0,9.0,13,12.0,13.0,0.0,1.0,141.0,39.0,41.0,35.0,1.0,0.0,760.0,715.0,2914.0,2872.0,393.0,401.0,245.0,226.0,13.0,11.0,23.0,23.0,103.0,110.0,960.0,1022.0,24543.0,22199.0,10.0,18.0,0.0,0.0,52.0,100.0,503.0,472.0,25.0,23.0,1843.0,2024.0,25.0,33.0,56.0,79.0,80.0,76.0,177.0,179.0,4757.0,4896.0,19.0,20.0,277.0,275.0,11.0,12.0,24.0,20.0,7.0,7.0,7.0,9.0,13,12.0,13.0,0.0,1.0,141.0,39.0,41.0,35.0,1.0,0.0,760.0,715.0,2914.0,2872.0,393.0,401.0,245.0,226.0,13.0,11.0,23.0,23.0,103.0,110.0,960.0,1022.0,24543.0,22199.0,10.0,18.0,0.0,0.0,52.0,100.0,503.0,472.0,25.0,23.0,1843.0,2024.0,25.0,33.0,56.0,79.0,80.0,76.0,177.0,179.0,4757.0,4896.0,19.0,20.0
2022,Florida,260.0,296.0,15.0,10.0,32.0,23.0,5.0,13.0,17.0,8.0,13,9.0,9.0,2.0,1.0,93.0,125.0,27.0,21.0,0.0,0.0,586.0,449.0,2910.0,3065.0,366.0,396.0,199.0,240.0,9.0,9.0,18.0,17.0,89.0,73.0,651.0,577.0,22655.0,24113.0,18.0,12.0,0.0,0.0,130.0,96.0,472.0,506.0,29.0,29.0,2603.0,2278.0,23.0,17.0,70.0,53.0,68.0,87.0,168.0,175.0,5513.0,5343.0,14.0,22.0,260.0,296.0,15.0,10.0,32.0,23.0,5.0,13.0,17.0,8.0,13,9.0,9.0,2.0,1.0,93.0,125.0,27.0,21.0,0.0,0.0,586.0,449.0,2910.0,3065.0,366.0,396.0,199.0,240.0,9.0,9.0,18.0,17.0,89.0,73.0,651.0,577.0,22655.0,24113.0,18.0,12.0,0.0,0.0,130.0,96.0,472.0,506.0,29.0,29.0,2603.0,2278.0,23.0,17.0,70.0,53.0,68.0,87.0,168.0,175.0,5513.0,5343.0,14.0,22.0
2022,Florida Atlantic,264.0,252.0,12.0,11.0,21.0,24.0,8.0,8.0,11.0,10.0,12,5.0,12.0,3.0,1.0,356.0,206.0,15.0,30.0,0.0,0.0,241.0,488.0,2715.0,2949.0,378.0,405.0,217.0,245.0,12.0,5.0,25.0,25.0,74.0,83.0,696.0,699.0,20769.0,22431.0,15.0,25.0,0.0,0.0,136.0,164.0,492.0,440.0,19.0,15.0,2210.0,2148.0,19.0,14.0,52.0,51.0,81.0,57.0,189.0,157.0,4925.0,5097.0,13.0,20.0,264.0,252.0,12.0,11.0,21.0,24.0,8.0,8.0,11.0,10.0,12,5.0,12.0,3.0,1.0,356.0,206.0,15.0,30.0,0.0,0.0,241.0,488.0,2715.0,2949.0,378.0,405.0,217.0,245.0,12.0,5.0,25.0,25.0,74.0,83.0,696.0,699.0,20769.0,22431.0,15.0,25.0,0.0,0.0,136.0,164.0,492.0,440.0,19.0,15.0,2210.0,2148.0,19.0,14.0,52.0,51.0,81.0,57.0,189.0,157.0,4925.0,5097.0,13.0,20.0
2022,Florida International,216.0,289.0,16.0,11.0,35.0,21.0,4.0,8.0,12.0,6.0,12,16.0,7.0,1.0,2.0,79.0,257.0,36.0,18.0,0.0,0.0,712.0,398.0,2625.0,3122.0,468.0,403.0,271.0,266.0,7.0,16.0,16.0,24.0,74.0,65.0,640.0,566.0,19551.0,23649.0,10.0,10.0,0.0,0.0,31.0,101.0,356.0,493.0,11.0,31.0,1250.0,2301.0,21.0,18.0,65.0,66.0,51.0,89.0,173.0,181.0,3875.0,5423.0,20.0,15.0,216.0,289.0,16.0,11.0,35.0,21.0,4.0,8.0,12.0,6.0,12,16.0,7.0,1.0,2.0,79.0,257.0,36.0,18.0,0.0,0.0,712.0,398.0,2625.0,3122.0,468.0,403.0,271.0,266.0,7.0,16.0,16.0,24.0,74.0,65.0,640.0,566.0,19551.0,23649.0,10.0,10.0,0.0,0.0,31.0,101.0,356.0,493.0,11.0,31.0,1250.0,2301.0,21.0,18.0,65.0,66.0,51.0,89.0,173.0,181.0,3875.0,5423.0,20.0,15.0
2022,Florida State,315.0,248.0,8.0,13.0,23.0,21.0,7.0,8.0,10.0,9.0,13,7.0,8.0,0.0,0.0,10.0,75.0,17.0,20.0,1.0,0.0,389.0,411.0,3512.0,2150.0,395.0,349.0,249.0,197.0,8.0,7.0,28.0,18.0,86.0,95.0,753.0,800.0,24198.0,22555.0,23.0,12.0,0.0,0.0,237.0,74.0,509.0,513.0,33.0,14.0,2783.0,2040.0,38.0,22.0,78.0,76.0,86.0,64.0,168.0,180.0,6295.0,4190.0,14.0,16.0,315.0,248.0,8.0,13.0,23.0,21.0,7.0,8.0,10.0,9.0,13,7.0,8.0,0.0,0.0,10.0,75.0,17.0,20.0,1.0,0.0,389.0,411.0,3512.0,2150.0,395.0,349.0,249.0,197.0,8.0,7.0,28.0,18.0,86.0,95.0,753.0,800.0,24198.0,22555.0,23.0,12.0,0.0,0.0,237.0,74.0,509.0,513.0,33.0,14.0,2783.0,2040.0,38.0,22.0,78.0,76.0,86.0,64.0,168.0,180.0,6295.0,4190.0,14.0,16.0
2022,Fresno State,307.0,257.0,7.0,17.0,14.0,34.0,5.0,6.0,10.0,8.0,14,9.0,12.0,1.0,0.0,140.0,100.0,30.0,34.0,0.0,0.0,673.0,587.0,3774.0,2642.0,472.0,433.0,333.0,232.0,12.0,9.0,22.0,14.0,63.0,86.0,575.0,738.0,26266.0,24099.0,13.0,12.0,2.0,0.0,259.0,92.0,465.0,489.0,28.0,17.0,1862.0,2092.0,23.0,34.0,71.0,62.0,81.0,74.0,177.0,201.0,5636.0,4734.0,14.0,18.0,307.0,257.0,7.0,17.0,14.0,34.0,5.0,6.0,10.0,8.0,14,9.0,12.0,1.0,0.0,140.0,100.0,30.0,34.0,0.0,0.0,673.0,587.0,3774.0,2642.0,472.0,433.0,333.0,232.0,12.0,9.0,22.0,14.0,63.0,86.0,575.0,738.0,26266.0,24099.0,13.0,12.0,2.0,0.0,259.0,92.0,465.0,489.0,28.0,17.0,1862.0,2092.0,23.0,34.0,71.0,62.0,81.0,74.0,177.0,201.0,5636.0,4734.0,14.0,18.0
2022,Georgia,371.0,232.0,13.0,12.0,15.0,32.0,10.0,7.0,11.0,18.0,15,7.0,12.0,0.0,0.0,122.0,28.0,22.0,23.0,0.0,0.0,437.0,460.0,4437.0,3296.0,492.0,511.0,336.0,294.0,12.0,7.0,31.0,15.0,66.0,83.0,673.0,616.0,30211.0,23781.0,22.0,6.0,0.0,1.0,265.0,110.0,557.0,401.0,44.0,7.0,3080.0,1156.0,35.0,9.0,81.0,49.0,93.0,53.0,182.0,199.0,7517.0,4452.0,17.0,19.0,371.0,232.0,13.0,12.0,15.0,32.0,10.0,7.0,11.0,18.0,15,7.0,12.0,0.0,0.0,122.0,28.0,22.0,23.0,0.0,0.0,437.0,460.0,4437.0,3296.0,492.0,511.0,336.0,294.0,12.0,7.0,31.0,15.0,66.0,83.0,673.0,616.0,30211.0,23781.0,22.0,6.0,0.0,1.0,265.0,110.0,557.0,401.0,44.0,7.0,3080.0,1156.0,35.0,9.0,81.0,49.0,93.0,53.0,182.0,199.0,7517.0,4452.0,17.0,19.0
2022,Georgia Southern,327.0,319.0,13.0,12.0,23.0,23.0,5.0,6.0,9.0,8.0,13,16.0,11.0,1.0,1.0,104.0,160.0,26.0,28.0,0.0,0.0,451.0,601.0,4282.0,3354.0,611.0,433.0,373.0,254.0,11.0,16.0,28.0,19.0,66.0,93.0,595.0,847.0,21582.0,25171.0,19.0,18.0,1.0,0.0,189.0,207.0,371.0,542.0,23.0,29.0,1783.0,3018.0,20.0,7.0,49.0,42.0,90.0,79.0,195.0,185.0,6065.0,6372.0,21.0,17.0,327.0,319.0,13.0,12.0,23.0,23.0,5.0,6.0,9.0,8.0,13,16.0,11.0,1.0,1.0,104.0,160.0,26.0,28.0,0.0,0.0,451.0,601.0,4282.0,3354.0,611.0,433.0,373.0,254.0,11.0,16.0,28.0,19.0,66.0,93.0,595.0,847.0,21582.0,25171.0,19.0,18.0,1.0,0.0,189.0,207.0,371.0,542.0,23.0,29.0,1783.0,3018.0,20.0,7.0,49.0,42.0,90.0,79.0,195.0,185.0,6065.0,6372.0,21.0,17.0
2022,Georgia State,266.0,262.0,15.0,11.0,26.0,24.0,12.0,12.0,19.0,19.0,12,7.0,13.0,1.0,0.0,114.0,67.0,11.0,14.0,0.0,0.0,103.0,329.0,2431.0,2743.0,297.0,358.0,173.0,217.0,13.0,7.0,18.0,22.0,84.0,63.0,764.0,617.0,20784.0,22416.0,11.0,29.0,0.0,3.0,58.0,171.0,578.0,476.0,26.0,22.0,2586.0,2037.0,27.0,34.0,73.0,80.0,74.0,67.0,182.0,163.0,5017.0,4780.0,19.0,25.0,266.0,262.0,15.0,11.0,26.0,24.0,12.0,12.0,19.0,19.0,12,7.0,13.0,1.0,0.0,114.0,67.0,11.0,14.0,0.0,0.0,103.0,329.0,2431.0,2743.0,297.0,358.0,173.0,217.0,13.0,7.0,18.0,22.0,84.0,63.0,764.0,617.0,20784.0,22416.0,11.0,29.0,0.0,3.0,58.0,171.0,578.0,476.0,26.0,22.0,2586.0,2037.0,27.0,34.0,73.0,80.0,74.0,67.0,182.0,163.0,5017.0,4780.0,19.0,25.0
2022,Georgia Tech,212.0,269.0,8.0,14.0,21.0,22.0,4.0,13.0,17.0,7.0,12,9.0,11.0,1.0,2.0,55.0,112.0,13.0,21.0,0.0,0.0,273.0,422.0,2306.0,2549.0,381.0,365.0,219.0,213.0,11.0,9.0,10.0,17.0,69.0,85.0,632.0,735.0,20383.0,22817.0,9.0,44.0,0.0,3.0,84.0,751.0,426.0,500.0,13.0,20.0,1596.0,2269.0,28.0,39.0,76.0,100.0,55.0,65.0,180.0,170.0,3902.0,4818.0,13.0,24.0,212.0,269.0,8.0,14.0,21.0,22.0,4.0,13.0,17.0,7.0,12,9.0,11.0,1.0,2.0,55.0,112.0,13.0,21.0,0.0,0.0,273.0,422.0,2306.0,2549.0,381.0,365.0,219.0,213.0,11.0,9.0,10.0,17.0,69.0,85.0,632.0,735.0,20383.0,22817.0,9.0,44.0,0.0,3.0,84.0,751.0,426.0,500.0,13.0,20.0,1596.0,2269.0,28.0,39.0,76.0,100.0,55.0,65.0,180.0,170.0,3902.0,4818.0,13.0,24.0
2022,Hawai'i,244.0,280.0,18.0,13.0,34.0,24.0,8.0,2.0,2.0,13.0,13,12.0,10.0,1.0,3.0,124.0,169.0,42.0,9.0,0.0,0.0,631.0,165.0,2672.0,2923.0,490.0,368.0,261.0,235.0,10.0,12.0,13.0,21.0,73.0,67.0,652.0,632.0,22048.0,24747.0,15.0,15.0,0.0,0.0,52.0,132.0,406.0,495.0,16.0,28.0,1784.0,2773.0,18.0,20.0,55.0,60.0,67.0,61.0,194.0,157.0,4456.0,5696.0,20.0,12.0,244.0,280.0,18.0,13.0,34.0,24.0,8.0,2.0,2.0,13.0,13,12.0,10.0,1.0,3.0,124.0,169.0,42.0,9.0,0.0,0.0,631.0,165.0,2672.0,2923.0,490.0,368.0,261.0,235.0,10.0,12.0,13.0,21.0,73.0,67.0,652.0,632.0,22048.0,24747.0,15.0,15.0,0.0,0.0,52.0,132.0,406.0,495.0,16.0,28.0,1784.0,2773.0,18.0,20.0,55.0,60.0,67.0,61.0,194.0,157.0,4456.0,5696.0,20.0,12.0
2022,Houston,305.0,301.0,18.0,19.0,27.0,34.0,9.0,6.0,9.0,15.0,13,10.0,7.0,1.0,0.0,222.0,139.0,42.0,29.0,1.0,0.0,837.0,536.0,4082.0,3623.0,501.0,478.0,337.0,304.0,7.0,10.0,40.0,32.0,102.0,41.0,909.0,396.0,23304.0,23480.0,12.0,15.0,1.0,0.0,180.0,88.0,401.0,449.0,17.0,18.0,1847.0,1862.0,28.0,21.0,88.0,63.0,80.0,77.0,176.0,178.0,5929.0,5485.0,19.0,13.0,305.0,301.0,18.0,19.0,27.0,34.0,9.0,6.0,9.0,15.0,13,10.0,7.0,1.0,0.0,222.0,139.0,42.0,29.0,1.0,0.0,837.0,536.0,4082.0,3623.0,501.0,478.0,337.0,304.0,7.0,10.0,40.0,32.0,102.0,41.0,909.0,396.0,23304.0,23480.0,12.0,15.0,1.0,0.0,180.0,88.0,401.0,449.0,17.0,18.0,1847.0,1862.0,28.0,21.0,88.0,63.0,80.0,77.0,176.0,178.0,5929.0,5485.0,19.0,13.0
2022,Illinois,275.0,197.0,12.0,9.0,25.0,20.0,11.0,7.0,9.0,13.0,13,5.0,24.0,1.0,0.0,274.0,0.0,16.0,24.0,0.0,0.0,315.0,501.0,2722.0,2259.0,393.0,416.0,273.0,213.0,24.0,5.0,15.0,9.0,83.0,64.0,768.0,605.0,25505.0,21138.0,23.0,8.0,0.0,0.0,147.0,61.0,545.0,395.0,18.0,6.0,2180.0,1295.0,27.0,28.0,79.0,78.0,71.0,55.0,186.0,184.0,4902.0,3554.0,16.0,31.0,275.0,197.0,12.0,9.0,25.0,20.0,11.0,7.0,9.0,13.0,13,5.0,24.0,1.0,0.0,274.0,0.0,16.0,24.0,0.0,0.0,315.0,501.0,2722.0,2259.0,393.0,416.0,273.0,213.0,24.0,5.0,15.0,9.0,83.0,64.0,768.0,605.0,25505.0,21138.0,23.0,8.0,0.0,0.0,147.0,61.0,545.0,395.0,18.0,6.0,2180.0,1295.0,27.0,28.0,79.0,78.0,71.0,55.0,186.0,184.0,4902.0,3554.0,16.0,31.0
2022,Indiana,230.0,276.0,9.0,8.0,23.0,18.0,5.0,6.0,7.0,6.0,12,13.0,7.0,0.0,2.0,10.0,100.0,31.0,18.0,2.0,0.0,721.0,417.0,2609.0,3293.0,482.0,409.0,260.0,262.0,7.0,13.0,16.0,30.0,60.0,88.0,547.0,801.0,18459.0,24667.0,14.0,31.0,0.0,1.0,45.0,272.0,396.0,507.0,15.0,19.0,1330.0,2101.0,20.0,38.0,63.0,97.0,65.0,78.0,192.0,184.0,3939.0,5394.0,18.0,13.0,230.0,276.0,9.0,8.0,23.0,18.0,5.0,6.0,7.0,6.0,12,13.0,7.0,0.0,2.0,10.0,100.0,31.0,18.0,2.0,0.0,721.0,417.0,2609.0,3293.0,482.0,409.0,260.0,262.0,7.0,13.0,16.0,30.0,60.0,88.0,547.0,801.0,18459.0,24667.0,14.0,31.0,0.0,1.0,45.0,272.0,396.0,507.0,15.0,19.0,1330.0,2101.0,20.0,38.0,63.0,97.0,65.0,78.0,192.0,184.0,3939.0,5394.0,18.0,13.0
2022,Iowa,180.0,203.0,5.0,20.0,15.0,31.0,10.0,8.0,14.0,17.0,13,7.0,15.0,4.0,1.0,206.0,61.0,19.0,19.0,0.0,0.0,438.0,305.0,2037.0,2203.0,349.0,418.0,192.0,245.0,15.0,7.0,7.0,13.0,53.0,64.0,420.0,520.0,22058.0,24697.0,31.0,21.0,0.0,0.0,300.0,92.0,423.0,465.0,12.0,4.0,1234.0,1317.0,34.0,38.0,79.0,84.0,49.0,64.0,176.0,209.0,3271.0,3520.0,17.0,23.0,180.0,203.0,5.0,20.0,15.0,31.0,10.0,8.0,14.0,17.0,13,7.0,15.0,4.0,1.0,206.0,61.0,19.0,19.0,0.0,0.0,438.0,305.0,2037.0,2203.0,349.0,418.0,192.0,245.0,15.0,7.0,7.0,13.0,53.0,64.0,420.0,520.0,22058.0,24697.0,31.0,21.0,0.0,0.0,300.0,92.0,423.0,465.0,12.0,4.0,1234.0,1317.0,34.0,38.0,79.0,84.0,49.0,64.0,176.0,209.0,3271.0,3520.0,17.0,23.0
