season,team,offense_firstDowns,offense_firstDownsOpponent,offense_fourthDownConversions,offense_fourthDownConversionsOpponent,offense_fourthDowns,offense_fourthDownsOpponent,offense_fumblesLost,offense_fumblesLostOpponent,offense_fumblesRecovered,offense_fumblesRecoveredOpponent,offense_games,offense_interceptions,offense_interceptionsOpponent,offense_interceptionTDs,offense_interceptionTDsOpponent,offense_interceptionYards,offense_interceptionYardsOpponent,offense_kickReturns,offense_kickReturnsOpponent,offense_kickReturnTDs,offense_kickReturnTDsOpponent,offense_kickReturnYards,offense_kickReturnYardsOpponent,offense_netPassingYards,offense_netPassingYardsOpponent,offense_passAttempts,offense_passAttemptsOpponent,offense_passCompletions,offense_passCompletionsOpponent,offense_passesIntercepted,offense_passesInterceptedOpponent,offense_passingTDs,offense_passingTDsOpponent,offense_penalties,offense_penaltiesOpponent,offense_penaltyYards,offense_penaltyYardsOpponent,offense_possessionTime,offense_possessionTimeOpponent,offense_puntReturns,offense_puntReturnsOpponent,offense_puntReturnTDs,offense_puntReturnTDsOpponent,offense_puntReturnYards,offense_puntReturnYardsOpponent,offense_rushingAttempts,offense_rushingAttemptsOpponent,offense_rushingTDs,offense_rushingTDsOpponent,offense_rushingYards,offense_rushingYardsOpponent,offense_sacks,offense_sacksOpponent,offense_tacklesForLoss,offense_tacklesForLossOpponent,offense_thirdDownConversions,offense_thirdDownConversionsOpponent,offense_thirdDowns,offense_thirdDownsOpponent,offense_totalYards,offense_totalYardsOpponent,offense_turnovers,offense_turnoversOpponent,defense_firstDowns,defense_firstDownsOpponent,defense_fourthDownConversions,defense_fourthDownConversionsOpponent,defense_fourthDowns,defense_fourthDownsOpponent,defense_fumblesLost,defense_fumblesLostOpponent,defense_fumblesRecovered,defense_fumblesRecoveredOpponent,defense_games,defense_interceptions,defense_interceptionsOpponent,defense_interceptionTDs,defense_interceptionTDsOpponent,defense_interceptionYards,defense_interceptionYardsOpponent,defense_kickReturns,defense_kickReturnsOpponent,defense_kickReturnTDs,defense_kickReturnTDsOpponent,defense_kickReturnYards,defense_kickReturnYardsOpponent,defense_netPassingYards,defense_netPassingYardsOpponent,defense_passAttempts,defense_passAttemptsOpponent,defense_passCompletions,defense_passCompletionsOpponent,defense_passesIntercepted,defense_passesInterceptedOpponent,defense_passingTDs,defense_passingTDsOpponent,defense_penalties,defense_penaltiesOpponent,defense_penaltyYards,defense_penaltyYardsOpponent,defense_possessionTime,defense_possessionTimeOpponent,defense_puntReturns,defense_puntReturnsOpponent,defense_puntReturnTDs,defense_puntReturnTDsOpponent,defense_puntReturnYards,defense_puntReturnYardsOpponent,defense_rushingAttempts,defense_rushingAttemptsOpponent,defense_rushingTDs,defense_rushingTDsOpponent,defense_rushingYards,defense_rushingYardsOpponent,defense_sacks,defense_sacksOpponent,defense_tacklesForLoss,defense_tacklesForLossOpponent,defense_thirdDownConversions,defense_thirdDownConversionsOpponent,defense_thirdDowns,defense_thirdDownsOpponent,defense_totalYards,defense_totalYardsOpponent,defense_turnovers,defense_turnoversOpponent
2020,Boise State,129.0,140.0,4.0,13.0,7.0,19.0,4.0,0.0,0.0,4.0,7,3.0,2.0,0.0,0.0,21.0,7.0,21.0,14.0,2.0,0.0,541.0,256.0,1693.0,1466.0,221.0,210.0,139.0,111.0,2.0,3.0,12.0,9.0,34.0,41.0,336.0,316.0,12391.0,12711.0,16.0,13.0,2.0,0.0,296.0,102.0,230.0,286.0,13.0,14.0,741.0,1147.0,18.0,14.0,51.0,41.0,42.0,29.0,96.0,106.0,2434.0,2613.0,7.0,2.0,129.0,140.0,4.0,13.0,7.0,19.0,4.0,0.0,0.0,4.0,7,3.0,2.0,0.0,0.0,21.0,7.0,21.0,14.0,2.0,0.0,541.0,256.0,1693.0,1466.0,221.0,210.0,139.0,111.0,2.0,3.0,12.0,9.0,34.0,41.0,336.0,316.0,12391.0,12711.0,16.0,13.0,2.0,0.0,296.0,102.0,230.0,286.0,13.0,14.0,741.0,1147.0,18.0,14.0,51.0,41.0,42.0,29.0,96.0,106.0,2434.0,2613.0,7.0,2.0
2020,Boston College,239.0,246.0,9.0,13.0,14.0,16.0,6.0,12.0,12.0,6.0,11,8.0,9.0,0.0,0.0,148.0,53.0,23.0,36.0,0.0,0.0,406.0,829.0,3126.0,2698.0,390.0,351.0,242.0,217.0,9.0,8.0,23.0,18.0,85.0,82.0,740.0,740.0,20116.0,19000.0,12.0,13.0,0.0,0.0,55.0,75.0,361.0,400.0,11.0,21.0,1119.0,1892.0,24.0,26.0,52.0,64.0,65.0,56.0,147.0,141.0,4245.0,4590.0,14.0,21.0,239.0,246.0,9.0,13.0,14.0,16.0,6.0,12.0,12.0,6.0,11,8.0,9.0,0.0,0.0,148.0,53.0,23.0,36.0,0.0,0.0,406.0,829.0,3126.0,2698.0,390.0,351.0,242.0,217.0,9.0,8.0,23.0,18.0,85.0,82.0,740.0,740.0,20116.0,19000.0,12.0,13.0,0.0,0.0,55.0,75.0,361.0,400.0,11.0,21.0,1119.0,1892.0,24.0,26.0,52.0,64.0,65.0,56.0,147.0,141.0,4245.0,4590.0,14.0,21.0
2020,Bowling Green,78.0,119.0,3.0,5.0,14.0,9.0,4.0,1.0,1.0,4.0,5,7.0,0.0,,0.0,,75.0,20.0,6.0,0.0,1.0,506.0,202.0,712.0,828.0,125.0,111.0,54.0,72.0,,7.0,1.0,12.0,30.0,33.0,216.0,228.0,7922.0,10037.0,6.0,9.0,0.0,1.0,32.0,48.0,189.0,244.0,5.0,16.0,920.0,1551.0,7.0,10.0,34.0,26.0,17.0,36.0,65.0,70.0,1632.0,2379.0,11.0,1.0,78.0,119.0,3.0,5.0,14.0,9.0,4.0,1.0,1.0,4.0,5,7.0,0.0,,0.0,,75.0,20.0,6.0,0.0,1.0,506.0,202.0,712.0,828.0,125.0,111.0,54.0,72.0,,7.0,1.0,12.0,30.0,33.0,216.0,228.0,7922.0,10037.0,6.0,9.0,0.0,1.0,32.0,48.0,189.0,244.0,5.0,16.0,920.0,1551.0,7.0,10.0,34.0,26.0,17.0,36.0,65.0,70.0,1632.0,2379.0,11.0,1.0
2020,Buffalo,154.0,139.0,7.0,9.0,13.0,16.0,2.0,4.0,4.0,2.0,7,4.0,6.0,1.0,0.0,108.0,0.0,17.0,23.0,0.0,0.0,312.0,534.0,1334.0,1411.0,156.0,202.0,97.0,111.0,6.0,4.0,7.0,8.0,42.0,41.0,369.0,377.0,12835.0,12263.0,8.0,2.0,0.0,0.0,73.0,0.0,301.0,281.0,32.0,10.0,2015.0,1102.0,20.0,1.0,37.0,17.0,39.0,31.0,81.0,99.0,3349.0,2513.0,6.0,10.0,154.0,139.0,7.0,9.0,13.0,16.0,2.0,4.0,4.0,2.0,7,4.0,6.0,1.0,0.0,108.0,0.0,17.0,23.0,0.0,0.0,312.0,534.0,1334.0,1411.0,156.0,202.0,97.0,111.0,6.0,4.0,7.0,8.0,42.0,41.0,369.0,377.0,12835.0,12263.0,8.0,2.0,0.0,0.0,73.0,0.0,301.0,281.0,32.0,10.0,2015.0,1102.0,20.0,1.0,37.0,17.0,39.0,31.0,81.0,99.0,3349.0,2513.0,6.0,10.0
2020,BYU,308.0,214.0,13.0,10.0,22.0,25.0,5.0,7.0,7.0,5.0,12,4.0,8.0,1.0,0.0,54.0,84.0,16.0,23.0,0.0,0.0,330.0,358.0,3984.0,2376.0,375.0,373.0,272.0,228.0,8.0,4.0,33.0,15.0,50.0,75.0,430.0,688.0,21539.0,21611.0,20.0,9.0,0.0,0.0,80.0,80.0,424.0,418.0,35.0,8.0,2284.0,1443.0,27.0,12.0,59.0,50.0,65.0,68.0,132.0,172.0,6268.0,3819.0,9.0,15.0,308.0,214.0,13.0,10.0,22.0,25.0,5.0,7.0,7.0,5.0,12,4.0,8.0,1.0,0.0,54.0,84.0,16.0,23.0,0.0,0.0,330.0,358.0,3984.0,2376.0,375.0,373.0,272.0,228.0,8.0,4.0,33.0,15.0,50.0,75.0,430.0,688.0,21539.0,21611.0,20.0,9.0,0.0,0.0,80.0,80.0,424.0,418.0,35.0,8.0,2284.0,1443.0,27.0,12.0,59.0,50.0,65.0,68.0,132.0,172.0,6268.0,3819.0,9.0,15.0
2020,California,73.0,73.0,4.0,3.0,8.0,6.0,2.0,2.0,2.0,2.0,4,3.0,3.0,0.0,0.0,54.0,14.0,3.0,9.0,0.0,0.0,55.0,206.0,771.0,787.0,139.0,105.0,85.0,65.0,3.0,3.0,6.0,7.0,17.0,27.0,135.0,232.0,7364.0,6768.0,8.0,5.0,0.0,0.0,42.0,70.0,148.0,149.0,4.0,7.0,507.0,670.0,7.0,15.0,20.0,32.0,25.0,21.0,68.0,53.0,1278.0,1457.0,5.0,5.0,73.0,73.0,4.0,3.0,8.0,6.0,2.0,2.0,2.0,2.0,4,3.0,3.0,0.0,0.0,54.0,14.0,3.0,9.0,0.0,0.0,55.0,206.0,771.0,787.0,139.0,105.0,85.0,65.0,3.0,3.0,6.0,7.0,17.0,27.0,135.0,232.0,7364.0,6768.0,8.0,5.0,0.0,0.0,42.0,70.0,148.0,149.0,4.0,7.0,507.0,670.0,7.0,15.0,20.0,32.0,25.0,21.0,68.0,53.0,1278.0,1457.0,5.0,5.0
2020,Central Michigan,118.0,131.0,11.0,3.0,19.0,8.0,5.0,7.0,7.0,5.0,6,4.0,8.0,0.0,0.0,48.0,13.0,17.0,29.0,0.0,1.0,304.0,589.0,1214.0,1791.0,173.0,189.0,106.0,109.0,7.0,4.0,6.0,15.0,35.0,34.0,351.0,231.0,10364.0,11199.0,9.0,10.0,0.0,0.0,30.0,46.0,259.0,250.0,15.0,7.0,1311.0,783.0,19.0,13.0,40.0,39.0,24.0,40.0,85.0,90.0,2525.0,2574.0,9.0,15.0,118.0,131.0,11.0,3.0,19.0,8.0,5.0,7.0,7.0,5.0,6,4.0,8.0,0.0,0.0,48.0,13.0,17.0,29.0,0.0,1.0,304.0,589.0,1214.0,1791.0,173.0,189.0,106.0,109.0,7.0,4.0,6.0,15.0,35.0,34.0,351.0,231.0,10364.0,11199.0,9.0,10.0,0.0,0.0,30.0,46.0,259.0,250.0,15.0,7.0,1311.0,783.0,19.0,13.0,40.0,39.0,24.0,40.0,85.0,90.0,2525.0,2574.0,9.0,15.0
2020,Charlotte,119.0,127.0,7.0,2.0,12.0,10.0,4.0,3.0,3.0,4.0,6,2.0,5.0,0.0,0.0,78.0,44.0,20.0,9.0,1.0,0.0,418.0,169.0,1337.0,1233.0,179.0,165.0,98.0,95.0,5.0,2.0,10.0,10.0,42.0,29.0,370.0,222.0,12345.0,9255.0,6.0,8.0,0.0,0.0,30.0,66.0,237.0,219.0,11.0,14.0,930.0,1284.0,5.0,16.0,20.0,43.0,39.0,32.0,96.0,69.0,2267.0,2517.0,6.0,8.0,119.0,127.0,7.0,2.0,12.0,10.0,4.0,3.0,3.0,4.0,6,2.0,5.0,0.0,0.0,78.0,44.0,20.0,9.0,1.0,0.0,418.0,169.0,1337.0,1233.0,179.0,165.0,98.0,95.0,5.0,2.0,10.0,10.0,42.0,29.0,370.0,222.0,12345.0,9255.0,6.0,8.0,0.0,0.0,30.0,66.0,237.0,219.0,11.0,14.0,930.0,1284.0,5.0,16.0,20.0,43.0,39.0,32.0,96.0,69.0,2267.0,2517.0,6.0,8.0
2020,Cincinnati,219.0,193.0,10.0,9.0,15.0,23.0,10.0,4.0,4.0,10.0,10,6.0,16.0,1.0,0.0,130.0,5.0,17.0,23.0,1.0,0.0,476.0,503.0,2386.0,2135.0,295.0,354.0,197.0,188.0,16.0,6.0,20.0,7.0,87.0,58.0,762.0,594.0,19205.0,16714.0,15.0,13.0,0.0,0.0,123.0,84.0,381.0,353.0,29.0,10.0,2126.0,1120.0,29.0,19.0,72.0,51.0,60.0,52.0,132.0,151.0,4512.0,3255.0,16.0,20.0,219.0,193.0,10.0,9.0,15.0,23.0,10.0,4.0,4.0,10.0,10,6.0,16.0,1.0,0.0,130.0,5.0,17.0,23.0,1.0,0.0,476.0,503.0,2386.0,2135.0,295.0,354.0,197.0,188.0,16.0,6.0,20.0,7.0,87.0,58.0,762.0,594.0,19205.0,16714.0,15.0,13.0,0.0,0.0,123.0,84.0,381.0,353.0,29.0,10.0,2126.0,1120.0,29.0,19.0,72.0,51.0,60.0,52.0,132.0,151.0,4512.0,3255.0,16.0,20.0
2020,Clemson,295.0,192.0,10.0,7.0,15.0,19.0,9.0,9.0,9.0,9.0,12,6.0,14.0,0.0,1.0,121.0,105.0,19.0,12.0,0.0,0.0,434.0,269.0,4182.0,2570.0,490.0,343.0,326.0,190.0,14.0,6.0,31.0,17.0,64.0,75.0,568.0,623.0,21885.0,20904.0,13.0,17.0,0.0,0.0,123.0,144.0,410.0,437.0,33.0,9.0,1848.0,1368.0,46.0,21.0,109.0,64.0,83.0,54.0,179.0,174.0,6030.0,3938.0,15.0,23.0,295.0,192.0,10.0,7.0,15.0,19.0,9.0,9.0,9.0,9.0,12,6.0,14.0,0.0,1.0,121.0,105.0,19.0,12.0,0.0,0.0,434.0,269.0,4182.0,2570.0,490.0,343.0,326.0,190.0,14.0,6.0,31.0,17.0,64.0,75.0,568.0,623.0,21885.0,20904.0,13.0,17.0,0.0,0.0,123.0,144.0,410.0,437.0,33.0,9.0,1848.0,1368.0,46.0,21.0,109.0,64.0,83.0,54.0,179.0,174.0,6030.0,3938.0,15.0,23.0
2020,Coastal Carolina,281.0,224.0,13.0,12.0,17.0,27.0,7.0,9.0,9.0,7.0,12,5.0,16.0,1.0,0.0,227.0,84.0,19.0,45.0,0.0,0.0,299.0,849.0,2778.0,2447.0,286.0,364.0,191.0,221.0,16.0,5.0,29.0,11.0,44.0,57.0,428.0,455.0,23907.0,18795.0,10.0,7.0,0.0,1.0,76.0,53.0,518.0,405.0,30.0,17.0,2622.0,1776.0,32.0,14.0,77.0,52.0,79.0,57.0,149.0,150.0,5400.0,4223.0,12.0,25.0,281.0,224.0,13.0,12.0,17.0,27.0,7.0,9.0,9.0,7.0,12,5.0,16.0,1.0,0.0,227.0,84.0,19.0,45.0,0.0,0.0,299.0,849.0,2778.0,2447.0,286.0,364.0,191.0,221.0,16.0,5.0,29.0,11.0,44.0,57.0,428.0,455.0,23907.0,18795.0,10.0,7.0,0.0,1.0,76.0,53.0,518.0,405.0,30.0,17.0,2622.0,1776.0,32.0,14.0,77.0,52.0,79.0,57.0,149.0,150.0,5400.0,4223.0,12.0,25.0
2020,Colorado,120.0,128.0,3.0,1.0,7.0,10.0,4.0,3.0,3.0,4.0,6,7.0,4.0,0.0,1.0,23.0,83.0,14.0,16.0,0.0,0.0,274.0,365.0,1209.0,1441.0,178.0,215.0,98.0,119.0,4.0,7.0,6.0,12.0,34.0,39.0,338.0,328.0,11362.0,10226.0,11.0,12.0,1.0,0.0,158.0,103.0,276.0,200.0,15.0,9.0,1274.0,1087.0,15.0,6.0,49.0,36.0,41.0,27.0,96.0,85.0,2483.0,2528.0,11.0,7.0,120.0,128.0,3.0,1.0,7.0,10.0,4.0,3.0,3.0,4.0,6,7.0,4.0,0.0,1.0,23.0,83.0,14.0,16.0,0.0,0.0,274.0,365.0,1209.0,1441.0,178.0,215.0,98.0,119.0,4.0,7.0,6.0,12.0,34.0,39.0,338.0,328.0,11362.0,10226.0,11.0,12.0,1.0,0.0,158.0,103.0,276.0,200.0,15.0,9.0,1274.0,1087.0,15.0,6.0,49.0,36.0,41.0,27.0,96.0,85.0,2483.0,2528.0,11.0,7.0
2020,Colorado State,68.0,79.0,3.0,6.0,8.0,10.0,1.0,4.0,4.0,1.0,4,3.0,1.0,1.0,0.0,30.0,36.0,20.0,13.0,0.0,1.0,427.0,326.0,779.0,989.0,118.0,122.0,59.0,75.0,1.0,3.0,4.0,5.0,24.0,22.0,199.0,202.0,5895.0,9398.0,8.0,16.0,0.0,2.0,59.0,245.0,155.0,180.0,6.0,8.0,496.0,430.0,16.0,11.0,42.0,36.0,12.0,27.0,60.0,68.0,1275.0,1419.0,4.0,5.0,68.0,79.0,3.0,6.0,8.0,10.0,1.0,4.0,4.0,1.0,4,3.0,1.0,1.0,0.0,30.0,36.0,20.0,13.0,0.0,1.0,427.0,326.0,779.0,989.0,118.0,122.0,59.0,75.0,1.0,3.0,4.0,5.0,24.0,22.0,199.0,202.0,5895.0,9398.0,8.0,16.0,0.0,2.0,59.0,245.0,155.0,180.0,6.0,8.0,496.0,430.0,16.0,11.0,42.0,36.0,12.0,27.0,60.0,68.0,1275.0,1419.0,4.0,5.0
2020,Duke,237.0,247.0,11.0,14.0,23.0,21.0,20.0,11.0,11.0,20.0,11,19.0,9.0,0.0,0.0,36.0,193.0,35.0,25.0,0.0,0.0,704.0,548.0,2441.0,2537.0,390.0,320.0,219.0,183.0,9.0,18.0,11.0,22.0,62.0,60.0,554.0,606.0,18806.0,20548.0,18.0,16.0,1.0,1.0,212.0,31.0,438.0,463.0,19.0,31.0,1724.0,2358.0,31.0,36.0,67.0,80.0,65.0,64.0,168.0,154.0,4165.0,4895.0,39.0,20.0,237.0,247.0,11.0,14.0,23.0,21.0,20.0,11.0,11.0,20.0,11,19.0,9.0,0.0,0.0,36.0,193.0,35.0,25.0,0.0,0.0,704.0,548.0,2441.0,2537.0,390.0,320.0,219.0,183.0,9.0,18.0,11.0,22.0,62.0,60.0,554.0,606.0,18806.0,20548.0,18.0,16.0,1.0,1.0,212.0,31.0,438.0,463.0,19.0,31.0,1724.0,2358.0,31.0,36.0,67.0,80.0,65.0,64.0,168.0,154.0,4165.0,4895.0,39.0,20.0
2020,East Carolina,198.0,203.0,10.0,8.0,18.0,17.0,11.0,8.0,10.0,11.0,9,9.0,10.0,1.0,2.0,80.0,131.0,31.0,14.0,1.0,0.0,591.0,284.0,2071.0,2214.0,293.0,297.0,176.0,194.0,10.0,9.0,19.0,17.0,57.0,85.0,524.0,774.0,16773.0,15617.0,13.0,10.0,1.0,0.0,190.0,70.0,361.0,351.0,11.0,23.0,1562.0,1813.0,13.0,22.0,46.0,64.0,43.0,45.0,130.0,121.0,3633.0,4027.0,20.0,18.0,198.0,203.0,10.0,8.0,18.0,17.0,11.0,8.0,10.0,11.0,9,9.0,10.0,1.0,2.0,80.0,131.0,31.0,14.0,1.0,0.0,591.0,284.0,2071.0,2214.0,293.0,297.0,176.0,194.0,10.0,9.0,19.0,17.0,57.0,85.0,524.0,774.0,16773.0,15617.0,13.0,10.0,1.0,0.0,190.0,70.0,361.0,351.0,11.0,23.0,1562.0,1813.0,13.0,22.0,46.0,64.0,43.0,45.0,130.0,121.0,3633.0,4027.0,20.0,18.0
2020,Eastern Michigan,131.0,161.0,11.0,13.0,14.0,15.0,6.0,9.0,9.0,6.0,6,6.0,3.0,0.0,1.0,110.0,62.0,21.0,27.0,0.0,0.0,304.0,487.0,1657.0,1493.0,199.0,185.0,126.0,123.0,3.0,6.0,12.0,14.0,29.0,50.0,263.0,450.0,10523.0,11064.0,6.0,4.0,0.0,0.0,35.0,3.0,219.0,275.0,11.0,12.0,744.0,1424.0,9.0,16.0,26.0,41.0,34.0,28.0,81.0,75.0,2401.0,2917.0,12.0,12.0,131.0,161.0,11.0,13.0,14.0,15.0,6.0,9.0,9.0,6.0,6,6.0,3.0,0.0,1.0,110.0,62.0,21.0,27.0,0.0,0.0,304.0,487.0,1657.0,1493.0,199.0,185.0,126.0,123.0,3.0,6.0,12.0,14.0,29.0,50.0,263.0,450.0,10523.0,11064.0,6.0,4.0,0.0,0.0,35.0,3.0,219.0,275.0,11.0,12.0,744.0,1424.0,9.0,16.0,26.0,41.0,34.0,28.0,81.0,75.0,2401.0,2917.0,12.0,12.0
2020,Florida,316.0,271.0,7.0,15.0,12.0,23.0,9.0,7.0,6.0,9.0,12,10.0,9.0,0.0,4.0,84.0,247.0,17.0,28.0,0.0,0.0,272.0,530.0,4543.0,3016.0,473.0,397.0,321.0,254.0,9.0,10.0,46.0,28.0,66.0,70.0,557.0,633.0,22351.0,20810.0,11.0,3.0,1.0,0.0,139.0,31.0,367.0,448.0,12.0,16.0,1576.0,2043.0,33.0,20.0,72.0,54.0,70.0,69.0,141.0,170.0,6119.0,5059.0,19.0,16.0,316.0,271.0,7.0,15.0,12.0,23.0,9.0,7.0,6.0,9.0,12,10.0,9.0,0.0,4.0,84.0,247.0,17.0,28.0,0.0,0.0,272.0,530.0,4543.0,3016.0,473.0,397.0,321.0,254.0,9.0,10.0,46.0,28.0,66.0,70.0,557.0,633.0,22351.0,20810.0,11.0,3.0,1.0,0.0,139.0,31.0,367.0,448.0,12.0,16.0,1576.0,2043.0,33.0,20.0,72.0,54.0,70.0,69.0,141.0,170.0,6119.0,5059.0,19.0,16.0
2020,Florida Atlantic,160.0,158.0,12.0,6.0,24.0,17.0,5.0,5.0,5.0,5.0,9,6.0,6.0,0.0,0.0,30.0,25.0,16.0,13.0,0.0,1.0,332.0,330.0,1300.0,1627.0,232.0,263.0,122.0,145.0,6.0,6.0,8.0,8.0,42.0,48.0,350.0,479.0,15579.0,16658.0,10.0,12.0,0.0,1.0,89.0,118.0,360.0,335.0,12.0,6.0,1608.0,1391.0,25.0,20.0,58.0,70.0,49.0,53.0,132.0,133.0,2908.0,3018.0,11.0,11.0,160.0,158.0,12.0,6.0,24.0,17.0,5.0,5.0,5.0,5.0,9,6.0,6.0,0.0,0.0,30.0,25.0,16.0,13.0,0.0,1.0,332.0,330.0,1300.0,1627.0,232.0,263.0,122.0,145.0,6.0,6.0,8.0,8.0,42.0,48.0,350.0,479.0,15579.0,16658.0,10.0,12.0,0.0,1.0,89.0,118.0,360.0,335.0,12.0,6.0,1608.0,1391.0,25.0,20.0,58.0,70.0,49.0,53.0,132.0,133.0,2908.0,3018.0,11.0,11.0
2020,Florida International,68.0,114.0,5.0,3.0,12.0,5.0,2.0,1.0,1.0,2.0,5,2.0,2.0,0.0,1.0,55.0,56.0,23.0,3.0,2.0,0.0,636.0,69.0,550.0,936.0,127.0,140.0,57.0,89.0,2.0,2.0,4.0,6.0,30.0,19.0,225.0,175.0,7802.0,9985.0,7.0,7.0,0.0,0.0,86.0,-3.0,176.0,223.0,8.0,11.0,782.0,1167.0,10.0,19.0,36.0,32.0,27.0,27.0,77.0,71.0,1332.0,2103.0,4.0,3.0,68.0,114.0,5.0,3.0,12.0,5.0,2.0,1.0,1.0,2.0,5,2.0,2.0,0.0,1.0,55.0,56.0,23.0,3.0,2.0,0.0,636.0,69.0,550.0,936.0,127.0,140.0,57.0,89.0,2.0,2.0,4.0,6.0,30.0,19.0,225.0,175.0,7802.0,9985.0,7.0,7.0,0.0,0.0,86.0,-3.0,176.0,223.0,8.0,11.0,782.0,1167.0,10.0,19.0,36.0,32.0,27.0,27.0,77.0,71.0,1332.0,2103.0,4.0,3.0
2020,Florida State,185.0,213.0,15.0,7.0,28.0,14.0,4.0,6.0,6.0,4.0,9,13.0,8.0,1.0,2.0,124.0,135.0,29.0,23.0,0.0,0.0,604.0,495.0,1770.0,2314.0,293.0,284.0,160.0,189.0,8.0,13.0,10.0,16.0,80.0,66.0,713.0,582.0,16466.0,15904.0,8.0,14.0,0.0,0.0,65.0,67.0,351.0,350.0,19.0,25.0,1789.0,1793.0,10.0,29.0,49.0,66.0,47.0,53.0,132.0,118.0,3559.0,4107.0,17.0,14.0,185.0,213.0,15.0,7.0,28.0,14.0,4.0,6.0,6.0,4.0,9,13.0,8.0,1.0,2.0,124.0,135.0,29.0,23.0,0.0,0.0,604.0,495.0,1770.0,2314.0,293.0,284.0,160.0,189.0,8.0,13.0,10.0,16.0,80.0,66.0,713.0,582.0,16466.0,15904.0,8.0,14.0,0.0,0.0,65.0,67.0,351.0,350.0,19.0,25.0,1789.0,1793.0,10.0,29.0,49.0,66.0,47.0,53.0,132.0,118.0,3559.0,4107.0,17.0,14.0
2020,Fresno State,146.0,116.0,8.0,5.0,13.0,9.0,5.0,6.0,6.0,5.0,6,5.0,4.0,0.0,0.0,54.0,34.0,21.0,32.0,0.0,1.0,409.0,728.0,2131.0,1306.0,247.0,175.0,157.0,98.0,4.0,5.0,14.0,8.0,33.0,38.0,287.0,314.0,11361.0,10146.0,7.0,7.0,0.0,0.0,55.0,68.0,216.0,242.0,12.0,14.0,738.0,1256.0,24.0,24.0,45.0,45.0,38.0,47.0,88.0,96.0,2869.0,2562.0,10.0,10.0,146.0,116.0,8.0,5.0,13.0,9.0,5.0,6.0,6.0,5.0,6,5.0,4.0,0.0,0.0,54.0,34.0,21.0,32.0,0.0,1.0,409.0,728.0,2131.0,1306.0,247.0,175.0,157.0,98.0,4.0,5.0,14.0,8.0,33.0,38.0,287.0,314.0,11361.0,10146.0,7.0,7.0,0.0,0.0,55.0,68.0,216.0,242.0,12.0,14.0,738.0,1256.0,24.0,24.0,45.0,45.0,38.0,47.0,88.0,96.0,2869.0,2562.0,10.0,10.0
2020,Georgia,209.0,184.0,6.0,9.0,13.0,15.0,4.0,4.0,4.0,4.0,10,11.0,9.0,2.0,0.0,185.0,108.0,20.0,10.0,0.0,0.0,594.0,168.0,2496.0,2487.0,306.0,359.0,178.0,236.0,9.0,11.0,19.0,15.0,54.0,62.0,513.0,449.0,18022.0,17886.0,17.0,4.0,0.0,0.0,136.0,29.0,377.0,300.0,18.0,8.0,1742.0,735.0,33.0,19.0,61.0,43.0,62.0,49.0,135.0,139.0,4238.0,3222.0,15.0,13.0,209.0,184.0,6.0,9.0,13.0,15.0,4.0,4.0,4.0,4.0,10,11.0,9.0,2.0,0.0,185.0,108.0,20.0,10.0,0.0,0.0,594.0,168.0,2496.0,2487.0,306.0,359.0,178.0,236.0,9.0,11.0,19.0,15.0,54.0,62.0,513.0,449.0,18022.0,17886.0,17.0,4.0,0.0,0.0,136.0,29.0,377.0,300.0,18.0,8.0,1742.0,735.0,33.0,19.0,61.0,43.0,62.0,49.0,135.0,139.0,4238.0,3222.0,15.0,13.0
2020,Georgia Southern,223.0,227.0,8.0,18.0,17.0,29.0,6.0,8.0,8.0,6.0,13,11.0,18.0,1.0,1.0,142.0,89.0,21.0,43.0,0.0,2.0,369.0,939.0,1355.0,2776.0,174.0,406.0,96.0,234.0,18.0,11.0,9.0,16.0,53.0,63.0,440.0,612.0,24893.0,20620.0,19.0,12.0,3.0,0.0,200.0,188.0,639.0,421.0,29.0,14.0,3472.0,1458.0,23.0,16.0,79.0,60.0,66.0,61.0,163.0,177.0,4827.0,4234.0,17.0,26.0,223.0,227.0,8.0,18.0,17.0,29.0,6.0,8.0,8.0,6.0,13,11.0,18.0,1.0,1.0,142.0,89.0,21.0,43.0,0.0,2.0,369.0,939.0,1355.0,2776.0,174.0,406.0,96.0,234.0,18.0,11.0,9.0,16.0,53.0,63.0,440.0,612.0,24893.0,20620.0,19.0,12.0,3.0,0.0,200.0,188.0,639.0,421.0,29.0,14.0,3472.0,1458.0,23.0,16.0,79.0,60.0,66.0,61.0,163.0,177.0,4827.0,4234.0,17.0,26.0
