Source_File,Name,Link,Height,Weight,Dash40,Shuttle20,Vertical,Position,SPARQ,Power_Throw
32,Courtney Wallace,https://www.espn.com/college-sports/football/recruiting/player/_/id/193269/courtney-wallace,74,309,NA,4.99,NA,dt,NA,NA
32,Lausii Sewell,https://www.espn.com/college-sports/football/recruiting/player/_/id/203091/lausii-sewell,72,316,5.24,4.78,26.9,dt,NA,NA
32,Tyler Cross,https://www.espn.com/college-sports/football/recruiting/player/_/id/188714/tyler-cross,74,275,4.98,4.59,32,dt,NA,NA
32,Joseph Broadnax,https://www.espn.com/college-sports/football/recruiting/player/_/id/188955/joseph-broadnax,72,303,5.15,4.71,24.6,dt,NA,NA
32,Richerd Desir-Jones,https://www.espn.com/college-sports/football/recruiting/player/_/id/195678/richerd-desir-jones,76,315,5.91,5,20.9,dt,NA,NA
32,Sam Tecklenburg,https://www.espn.com/college-sports/football/recruiting/player/_/id/176334/sam-tecklenburg,76,257,5.22,4.66,23.8,dt,NA,NA
32,Brentavious Glanton,https://www.espn.com/college-sports/football/recruiting/player/_/id/195891/brentavious-glanton,74,272,NA,4.91,21.2,dt,NA,NA
32,Scotty Morgan,https://www.espn.com/college-sports/football/recruiting/player/_/id/196351/scotty-morgan,77,275,5.22,4.94,22.6,dt,NA,NA
32,Robert Landers,https://www.espn.com/college-sports/football/recruiting/player/_/id/192709/robert-landers,74,268,4.82,4.84,30.7,dt,NA,NA
32,Elu Aydon,https://www.espn.com/college-sports/football/recruiting/player/_/id/203111/elu-aydon,75,314,5.85,4.47,22.1,dt,NA,NA
32,Daytrieon Dean,https://www.espn.com/college-sports/football/recruiting/player/_/id/190509/daytrieon-dean,75,265,NA,4.7,25,dt,NA,NA
32,Jordan Brooks,https://www.espn.com/college-sports/football/recruiting/player/_/id/198100/jordan-brooks,76,256,NA,4.88,24.2,dt,NA,NA
32,James Trucilla,https://www.espn.com/college-sports/football/recruiting/player/_/id/175729/james-trucilla,73,265,5.46,4.63,22.6,dt,NA,NA
32,Eddy Wilson II,https://www.espn.com/college-sports/football/recruiting/player/_/id/197487/eddy-wilson-ii,75,260,5.33,4.88,25.9,dt,NA,NA
32,David Ryslik,https://www.espn.com/college-sports/football/recruiting/player/_/id/189698/david-ryslik,75,296,5.34,5.15,21.8,dt,NA,NA
33,Rashan Gary,https://www.espn.com/college-sports/football/recruiting/player/_/id/183379/rashan-gary,76,287,4.86,4.59,32.6,dt,NA,NA
33,Ed Oliver,https://www.espn.com/college-sports/football/recruiting/player/_/id/180825/ed-oliver,74,289,4.87,4.52,29.9,dt,NA,NA
33,Dexter Lawrence,https://www.espn.com/college-sports/football/recruiting/player/_/id/195970/dexter-lawrence,77,335,5.03,4.61,23.4,dt,NA,NA
33,Derrick Brown,https://www.espn.com/college-sports/football/recruiting/player/_/id/195914/derrick-brown,76,322,5.28,4.82,23.1,dt,NA,NA
33,Rashard Lawrence,https://www.espn.com/college-sports/football/recruiting/player/_/id/196016/rashard-lawrence,75,309,NA,4.87,27.2,dt,NA,NA
33,Antwuan Jackson Jr.,https://www.espn.com/college-sports/football/recruiting/player/_/id/177497/antwuan-jackson-jr,75,305,5.23,4.87,22.2,dt,NA,NA
33,Julian Rochester,https://www.espn.com/college-sports/football/recruiting/player/_/id/195904/julian-rochester,78,335,5.19,4.62,28.5,dt,NA,NA
33,Michail Carter,https://www.espn.com/college-sports/football/recruiting/player/_/id/171524/michail-carter,75,311,5.33,4.9,25.6,dt,NA,NA
33,Jordan Elliott,https://www.espn.com/college-sports/football/recruiting/player/_/id/203959/jordan-elliott,76,301,NA,4.35,25.3,dt,NA,NA
33,Boss Tagaloa,https://www.espn.com/college-sports/football/recruiting/player/_/id/185887/boss-tagaloa,73,303,NA,4.8,NA,dt,NA,NA
33,Chris Daniels,https://www.espn.com/college-sports/football/recruiting/player/_/id/197176/chris-daniels,76,299,5.08,4.54,25.4,dt,NA,NA
33,Kendell Jones,https://www.espn.com/college-sports/football/recruiting/player/_/id/189827/kendell-jones,77,361,5.65,4.89,22.9,dt,NA,NA
33,Briston Guidry,https://www.espn.com/college-sports/football/recruiting/player/_/id/189690/briston-guidry,74,285,5.22,4.94,25,dt,NA,NA
33,Raekwon Davis,https://www.espn.com/college-sports/football/recruiting/player/_/id/203217/raekwon-davis,80,318,5.49,4.84,26.2,dt,NA,NA
33,Garrett Rand,https://www.espn.com/college-sports/football/recruiting/player/_/id/178667/garrett-rand,75,282,5.04,4.57,29.6,dt,NA,NA
33,Ellison Jordan,https://www.espn.com/college-sports/football/recruiting/player/_/id/198212/ellison-jordan,72,262,5.11,4.85,24.9,dt,NA,NA
33,Kobe Jones,https://www.espn.com/college-sports/football/recruiting/player/_/id/206213/kobe-jones,76,268,NA,4.6,27.1,dt,NA,NA
33,David Marshall,https://www.espn.com/college-sports/football/recruiting/player/_/id/184270/david-marshall,75,256,5.21,4.73,27.3,dt,NA,NA
33,Ross Blacklock,https://www.espn.com/college-sports/football/recruiting/player/_/id/202987/ross-blacklock,75,326,5.32,4.61,25.1,dt,NA,NA
33,Mike Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/198324/mike-williams,74,305,NA,4.85,24.9,dt,NA,NA
33,Tyler Clark,https://www.espn.com/college-sports/football/recruiting/player/_/id/200795/tyler-clark,76,293,5.23,5.1,26.3,dt,NA,NA
33,Mike Panasiuk,https://www.espn.com/college-sports/football/recruiting/player/_/id/208468/mike-panasiuk,75,280,NA,NA,27.9,dt,NA,NA
33,Malik Barrow,https://www.espn.com/college-sports/football/recruiting/player/_/id/195689/malik-barrow,74,275,5.11,4.69,28.9,dt,NA,NA
33,Kyree Campbell,https://www.espn.com/college-sports/football/recruiting/player/_/id/198206/kyree-campbell,77,312,5.44,4.94,24.4,dt,NA,NA
33,D'Andre Christmas-Giles,https://www.espn.com/college-sports/football/recruiting/player/_/id/209144/dandre-christmas-giles,75,285,5.44,5.01,25.5,dt,NA,NA
33,Gerald Wilbon,https://www.espn.com/college-sports/football/recruiting/player/_/id/206453/gerald-wilbon,75,311,5.64,5.03,25.4,dt,NA,NA
33,Sulaiman Kamara,https://www.espn.com/college-sports/football/recruiting/player/_/id/198213/sulaiman-kamara,74,287,5.6,5.05,23.8,dt,NA,NA
33,Tashawn Manning,https://www.espn.com/college-sports/football/recruiting/player/_/id/195711/tashawn-manning,76,260,5.44,4.91,25.9,dt,NA,NA
33,Osa Odighizuwa,https://www.espn.com/college-sports/football/recruiting/player/_/id/207259/osa-odighizuwa,74,257,5,4.7,33.3,dt,NA,NA
33,Michael Dwumfour,https://www.espn.com/college-sports/football/recruiting/player/_/id/209171/michael-dwumfour,74,286,5.01,4.46,29,dt,NA,NA
33,Aaron Thompson,https://www.espn.com/college-sports/football/recruiting/player/_/id/195573/aaron-thompson,75,252,5.04,4.56,30.6,dt,NA,NA
33,Malik Walker,https://www.espn.com/college-sports/football/recruiting/player/_/id/189292/malik-walker,73,256,5.1,4.78,22.7,dt,NA,NA
33,Justin Holt,https://www.espn.com/college-sports/football/recruiting/player/_/id/178719/justin-holt,73,304,5.62,4.61,23.2,dt,NA,NA
33,Kaelin Key,https://www.espn.com/college-sports/football/recruiting/player/_/id/210823/kaelin-key,72,261,5.25,4.7,25.6,dt,NA,NA
33,Rashad Wheeler,https://www.espn.com/college-sports/football/recruiting/player/_/id/211181/rashad-wheeler,75,286,5.2,4.83,25.1,dt,NA,NA
33,Jabari Watson,https://www.espn.com/college-sports/football/recruiting/player/_/id/183283/jabari-watson,74,266,5.22,4.55,24.8,dt,NA,NA
33,Cameron Murray,https://www.espn.com/college-sports/football/recruiting/player/_/id/205410/cameron-murray,74,280,5.03,4.35,27.3,dt,NA,NA
33,Ezra Cleveland,https://www.espn.com/college-sports/football/recruiting/player/_/id/211854/ezra-cleveland,78,293,5.31,4.87,25.3,dt,NA,NA
33,Lorenzo Neal,https://www.espn.com/college-sports/football/recruiting/player/_/id/197345/lorenzo-neal,74,328,5.78,4.75,24.2,dt,NA,NA
33,Kordell Looney,https://www.espn.com/college-sports/football/recruiting/player/_/id/203639/kordell-looney,75,277,5.02,4.64,25.6,dt,NA,NA
33,Drew Birchmeier,https://www.espn.com/college-sports/football/recruiting/player/_/id/210880/drew-birchmeier,76,279,5.24,4.5,26,dt,NA,NA
33,Chris Yaghi,https://www.espn.com/college-sports/football/recruiting/player/_/id/209311/chris-yaghi,76,269,5.2,4.93,25.7,dt,NA,NA
33,Griffin Gentry,https://www.espn.com/college-sports/football/recruiting/player/_/id/210380/griffin-gentry,73,248,5.21,4.8,28.9,dt,NA,NA
33,Keanu Salepaga,https://www.espn.com/college-sports/football/recruiting/player/_/id/204676/keanu-salepaga,78,260,5.47,4.81,27.9,dt,NA,NA
33,Jake Saunders,https://www.espn.com/college-sports/football/recruiting/player/_/id/200578/jake-saunders,75,275,5.22,4.85,23.8,dt,NA,NA
33,Ja'Quize Cross,https://www.espn.com/college-sports/football/recruiting/player/_/id/210037/jaquize-cross,75,296,5.28,4.64,27,dt,NA,NA
33,Myles Vigne,https://www.espn.com/college-sports/football/recruiting/player/_/id/202214/myles-vigne,74,295,5.85,5.19,20.4,dt,NA,NA
33,Brandon Adams,https://www.espn.com/college-sports/football/recruiting/player/_/id/208991/brandon-adams,74,327,NA,5.09,20.7,dt,NA,NA
33,Jordon Robertson,https://www.espn.com/college-sports/football/recruiting/player/_/id/209649/jordon-robertson,76,254,NA,NA,NA,dt,NA,NA
33,Joe Wallace,https://www.espn.com/college-sports/football/recruiting/player/_/id/209403/joe-wallace,72,333,5.38,4.84,21.6,dt,NA,NA
33,Antonio Shelton,https://www.espn.com/college-sports/football/recruiting/player/_/id/212179/antonio-shelton,74,275,5.22,4.46,25.6,dt,NA,NA
33,Edrick Mathews,https://www.espn.com/college-sports/football/recruiting/player/_/id/211460/edrick-mathews,76,285,5.47,5.35,22.6,dt,NA,NA
34,Marvin Wilson,https://www.espn.com/college-sports/football/recruiting/player/_/id/202720/marvin-wilson,76,332,5.17,4.56,25.1,dt,NA,NA
34,LaBryan Ray,https://www.espn.com/college-sports/football/recruiting/player/_/id/212259/labryan-ray,77,270,4.93,4.47,30.1,dt,NA,NA
34,Tyler Shelvin,https://www.espn.com/college-sports/football/recruiting/player/_/id/208954/tyler-shelvin,75,376,5.52,4.89,22.8,dt,NA,NA
34,Phidarian Mathis,https://www.espn.com/college-sports/football/recruiting/player/_/id/219304/phidarian-mathis,76,287,5.38,5.35,24.4,dt,NA,NA
34,Greg Rogers,https://www.espn.com/college-sports/football/recruiting/player/_/id/197304/greg-rogers,75,306,5.4,4.75,24.8,dt,NA,NA
34,Haskell Garrett,https://www.espn.com/college-sports/football/recruiting/player/_/id/203906/haskell-garrett,74,298,5.13,4.41,26.7,dt,NA,NA
34,Marlon Tuipulotu,https://www.espn.com/college-sports/football/recruiting/player/_/id/213186/marlon-tuipulotu,75,295,5.28,4.69,25.6,dt,NA,NA
34,Jay Tufele,https://www.espn.com/college-sports/football/recruiting/player/_/id/205328/jay-tufele,75,297,5.04,4.76,26,dt,NA,NA
34,Dalyn Wade-Perry,https://www.espn.com/college-sports/football/recruiting/player/_/id/210605/dalyn-wade-perry,75,335,5.85,5.15,24,dt,NA,NA
34,Jerron Cage,https://www.espn.com/college-sports/football/recruiting/player/_/id/204846/jerron-cage,74,282,5.21,4.47,25.6,dt,NA,NA
34,Ja'len Parks,https://www.espn.com/college-sports/football/recruiting/player/_/id/203511/jalen-parks,76,304,5.17,4.78,28.1,dt,NA,NA
34,Aaron Sterling,https://www.espn.com/college-sports/football/recruiting/player/_/id/205310/aaron-sterling,73,259,NA,4.28,28.7,dt,NA,NA
34,M.J. Webb,https://www.espn.com/college-sports/football/recruiting/player/_/id/203574/mj-webb,75,271,5.39,4.86,26.3,dt,NA,NA
34,Eric Crosby,https://www.espn.com/college-sports/football/recruiting/player/_/id/204860/eric-crosby,74,297,5.24,4.73,29.5,dt,NA,NA
34,Kane Taylor,https://www.espn.com/college-sports/football/recruiting/player/_/id/190693/kane-taylor,75,280,4.97,4.87,29.8,dt,NA,NA
34,Rutger Reitmaier,https://www.espn.com/college-sports/football/recruiting/player/_/id/210300/rutger-reitmaier,75,274,4.91,4.55,30.5,dt,NA,NA
34,Kurt Hinish,https://www.espn.com/college-sports/football/recruiting/player/_/id/212061/kurt-hinish,74,278,5.17,4.7,27.9,dt,NA,NA
34,Xach Gill,https://www.espn.com/college-sports/football/recruiting/player/_/id/204877/xach-gill,77,277,5.54,4.82,20,dt,NA,NA
34,Cory Durden,https://www.espn.com/college-sports/football/recruiting/player/_/id/208142/cory-durden,77,321,5.47,5,25.2,dt,NA,NA
34,Tyrone Truesdell,https://www.espn.com/college-sports/football/recruiting/player/_/id/208381/tyrone-truesdell,75,334,5.07,4.78,28.3,dt,NA,NA
34,Corey Bolds,https://www.espn.com/college-sports/football/recruiting/player/_/id/208128/corey-bolds,75,286,5.54,4.78,22.9,dt,NA,NA
34,Deiontae Watts,https://www.espn.com/college-sports/football/recruiting/player/_/id/218393/deiontae-watts,75,302,5.32,NA,NA,dt,NA,NA
34,Romello Martin,https://www.espn.com/college-sports/football/recruiting/player/_/id/212085/romello-martin,74,305,5.47,5.2,26.3,dt,NA,NA
34,Jordon Riley,https://www.espn.com/college-sports/football/recruiting/player/_/id/205290/jordon-riley,78,288,5.25,4.83,22,dt,NA,NA
34,Jayden Peevy,https://www.espn.com/college-sports/football/recruiting/player/_/id/216316/jayden-peevy,78,279,NA,5.07,22.8,dt,NA,NA
34,Jacub Panasiuk,https://www.espn.com/college-sports/football/recruiting/player/_/id/218603/jacub-panasiuk,75,266,5.29,4.87,25.8,dt,NA,NA
34,Kurtis Brown,https://www.espn.com/college-sports/football/recruiting/player/_/id/209349/kurtis-brown,73,276,5.26,4.66,22.6,dt,NA,NA
34,James Lynch,https://www.espn.com/college-sports/football/recruiting/player/_/id/216295/james-lynch,77,282,4.97,4.3,29.3,dt,NA,NA
34,Kendrick Green,https://www.espn.com/college-sports/football/recruiting/player/_/id/222871/kendrick-green,74,270,5.14,4.93,27.9,dt,NA,NA
34,Derrius Mullins,https://www.espn.com/college-sports/football/recruiting/player/_/id/208178/derrius-mullins,76,354,5.65,5.06,23,dt,NA,NA
34,George Ellis,https://www.espn.com/college-sports/football/recruiting/player/_/id/208790/george-ellis,74,286,5.4,5,23.2,dt,NA,NA
34,Armando Alonso Jr.,https://www.espn.com/college-sports/football/recruiting/player/_/id/219433/armando-alonso-jr,74,270,5.13,5.06,22.9,dt,NA,NA
34,Nelson Mbanasor,https://www.espn.com/college-sports/football/recruiting/player/_/id/216307/nelson-mbanasor,75,270,4.95,4.84,29.3,dt,NA,NA
34,Angel Dominguez,https://www.espn.com/college-sports/football/recruiting/player/_/id/214560/angel-dominguez,77,271,NA,4.7,27.1,dt,NA,NA
34,Matthew Butler,https://www.espn.com/college-sports/football/recruiting/player/_/id/211644/matthew-butler,76,265,5.11,4.78,32.5,dt,NA,NA
34,Tommy Christ,https://www.espn.com/college-sports/football/recruiting/player/_/id/211214/tommy-christ,77,257,5.43,4.84,23.2,dt,NA,NA
34,Joshua Croslen,https://www.espn.com/college-sports/football/recruiting/player/_/id/209672/joshua-croslen,72,263,5.16,4.61,33.5,dt,NA,NA
34,Ellison Hubbard,https://www.espn.com/college-sports/football/recruiting/player/_/id/210293/ellison-hubbard,73,255,4.9,4.4,28.5,dt,NA,NA
34,Quinton Bohanna,https://www.espn.com/college-sports/football/recruiting/player/_/id/210326/quinton-bohanna,76,288,6.06,5.83,20.4,dt,NA,NA
34,Rashad Colson,https://www.espn.com/college-sports/football/recruiting/player/_/id/218406/rashad-colson,78,277,5.04,4.88,23.7,dt,NA,NA
34,Gabriel Cherry,https://www.espn.com/college-sports/football/recruiting/player/_/id/208669/gabriel-cherry,76,242,5.46,5.1,28.7,dt,NA,NA
34,Derrick Tangelo,https://www.espn.com/college-sports/football/recruiting/player/_/id/221839/derrick-tangelo,73,284,5.15,4.89,27.1,dt,NA,NA
34,Darius Stills,https://www.espn.com/college-sports/football/recruiting/player/_/id/221958/darius-stills,74,280,5.31,4.55,31.4,dt,NA,NA
34,Dante Johnson,https://www.espn.com/college-sports/football/recruiting/player/_/id/208926/dante-johnson,76,249,5.47,5.26,29,dt,NA,NA
34,Tyler Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/218318/tyler-williams,73,296,NA,5,29.8,dt,NA,NA
34,B'Ahmad Miller,https://www.espn.com/college-sports/football/recruiting/player/_/id/208174/bahmad-miller,74,258,NA,NA,27.3,dt,NA,NA
34,Ryan O'Malley,https://www.espn.com/college-sports/football/recruiting/player/_/id/219267/ryan-omalley,76,252,NA,4.84,25.8,dt,NA,NA
34,Axel Nyembwe,https://www.espn.com/college-sports/football/recruiting/player/_/id/221886/axel-nyembwe,73,300,5.58,NA,NA,dt,NA,NA
34,Kelvin Kegler,https://www.espn.com/college-sports/football/recruiting/player/_/id/219134/kelvin-kegler,73,259,5.01,4.65,31.7,dt,NA,NA
34,Victor Dimukeje,https://www.espn.com/college-sports/football/recruiting/player/_/id/221836/victor-dimukeje,74,254,5.13,4.64,28.9,dt,NA,NA
34,Devonte Dunn,https://www.espn.com/college-sports/football/recruiting/player/_/id/211514/devonte-dunn,73,276,5.24,4.81,25.1,dt,NA,NA
34,Jordan Ferguson,https://www.espn.com/college-sports/football/recruiting/player/_/id/220635/jordan-ferguson,73,264,NA,4.41,NA,dt,NA,NA
35,Ralph Cooper,https://www.espn.com/college-sports/football/recruiting/player/_/id/103967/ralph-cooper,72,222,4.77,4.4,32.6,il,NA,NA
35,Anthony Harrell,https://www.espn.com/college-sports/football/recruiting/player/_/id/103905/anthony-harrell,73,226,NA,4.41,28,il,NA,NA
35,Demarcus Sherod,https://www.espn.com/college-sports/football/recruiting/player/_/id/106869/demarcus-sherod,72,227,5.04,5.03,22.5,il,NA,NA
35,Isaiah Bruce,https://www.espn.com/college-sports/football/recruiting/player/_/id/104983/isaiah-bruce,73,203,4.9,4.39,32,il,NA,NA
35,Eddie Johnson,https://www.espn.com/college-sports/football/recruiting/player/_/id/105311/eddie-johnson,73,220,4.74,4.66,33.8,il,NA,NA
35,Colton Walls,https://www.espn.com/college-sports/football/recruiting/player/_/id/110533/colton-walls,73,222,4.88,4.59,29.5,il,NA,NA
35,Derek Landisch,https://www.espn.com/college-sports/football/recruiting/player/_/id/108011/derek-landisch,71,220,4.56,4.25,36,il,NA,NA
35,Jordan Stanton,https://www.espn.com/college-sports/football/recruiting/player/_/id/108225/jordan-stanton,72,215,4.87,4.41,33.5,il,NA,NA
35,Devon Hocutt,https://www.espn.com/college-sports/football/recruiting/player/_/id/92670/devon-hocutt,72,268,4.84,4.72,34,il,NA,NA
35,Nick Rossi,https://www.espn.com/college-sports/football/recruiting/player/_/id/117176/nick-rossi,72,229,4.75,4.31,28.5,il,NA,NA
35,Jordan Mincy,https://www.espn.com/college-sports/football/recruiting/player/_/id/89875/jordan-mincy,71,200,4.68,4.14,38.1,il,NA,NA
35,Cody McCarthy,https://www.espn.com/college-sports/football/recruiting/player/_/id/101385/cody-mccarthy,72,215,4.78,4.56,32.8,il,NA,NA
35,Derek Akunne,https://www.espn.com/college-sports/football/recruiting/player/_/id/111070/derek-akunne,71,227,4.48,4.47,32.2,il,NA,NA
35,Antonio Smothers,https://www.espn.com/college-sports/football/recruiting/player/_/id/108069/antonio-smothers,73,205,4.87,4.53,33.2,il,NA,NA
35,Elbie Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/112991/elbie-williams,72,213,4.92,4.72,30,il,NA,NA
35,Adam Pulsipher,https://www.espn.com/college-sports/football/recruiting/player/_/id/97133/adam-pulsipher,73,213,5,4.25,28.5,il,NA,NA
35,Ned Deane,https://www.espn.com/college-sports/football/recruiting/player/_/id/118027/ned-deane,73,195,NA,NA,32,il,NA,NA
35,Michael McAllister,https://www.espn.com/college-sports/football/recruiting/player/_/id/104205/michael-mcallister,73,222,5.02,5.57,22,il,NA,NA
35,Kyle Egan,https://www.espn.com/college-sports/football/recruiting/player/_/id/106159/kyle-egan,73,217,5.19,4.89,NA,il,NA,NA
35,Tyler Perkins,https://www.espn.com/college-sports/football/recruiting/player/_/id/97859/tyler-perkins,75,225,5.09,4.85,23.5,il,NA,NA
35,Connor Sodano,https://www.espn.com/college-sports/football/recruiting/player/_/id/106203/connor-sodano,73,207,4.99,4.89,26.5,il,NA,NA
36,Reggie Ragland,https://www.espn.com/college-sports/football/recruiting/player/_/id/103716/reggie-ragland,75,245,4.66,4.36,34.6,il,NA,NA
36,Ukeme Eligwe,https://www.espn.com/college-sports/football/recruiting/player/_/id/89132/ukeme-eligwe,74,208,4.69,4.22,33.2,il,NA,NA
36,Michael Rose,https://www.espn.com/college-sports/football/recruiting/player/_/id/114478/michael-rose,72,225,4.79,4.69,29.5,il,NA,NA
36,Kwontie Moore,https://www.espn.com/college-sports/football/recruiting/player/_/id/109558/kwontie-moore,73,232,4.89,4.4,30.2,il,NA,NA
36,Kaiwan Lewis,https://www.espn.com/college-sports/football/recruiting/player/_/id/116725/kaiwan-lewis,74,230,4.89,4.35,28.3,il,NA,NA
36,Quanzell Lambert,https://www.espn.com/college-sports/football/recruiting/player/_/id/112678/quanzell-lambert,74,240,4.72,4.41,33.9,il,NA,NA
36,Alex De La Torre,https://www.espn.com/college-sports/football/recruiting/player/_/id/119962/alex-de-la-torre,73,220,5.03,4.5,30.8,il,NA,NA
36,Nick Dawson,https://www.espn.com/college-sports/football/recruiting/player/_/id/110461/nick-dawson,74,222,4.75,4.53,29.4,il,NA,NA
36,Joe Robinson,https://www.espn.com/college-sports/football/recruiting/player/_/id/111715/joe-robinson,72,252,5.11,4.75,27.3,il,NA,NA
36,Ben Weaver,https://www.espn.com/college-sports/football/recruiting/player/_/id/115316/ben-weaver,73,225,4.81,4.83,25.5,il,NA,NA
36,Jawand Blue,https://www.espn.com/college-sports/football/recruiting/player/_/id/129552/jawand-blue,72,194,4.73,4.43,28.5,il,NA,NA
36,Michael Scherer,https://www.espn.com/college-sports/football/recruiting/player/_/id/112621/michael-scherer,74,237,4.92,4.81,29,il,NA,NA
36,Jazzmar Clax,https://www.espn.com/college-sports/football/recruiting/player/_/id/122849/jazzmar-clax,71,230,4.91,4.6,25.4,il,NA,NA
36,Jon Hicks,https://www.espn.com/college-sports/football/recruiting/player/_/id/119327/jon-hicks,74,232,4.9,4.44,26,il,NA,NA
36,Abner Logan Jr.,https://www.espn.com/college-sports/football/recruiting/player/_/id/115510/abner-logan-jr,74,225,4.81,4.39,37.5,il,NA,NA
36,Jordan Wallace,https://www.espn.com/college-sports/football/recruiting/player/_/id/112625/jordan-wallace,71,215,4.97,4.81,23.5,il,NA,NA
36,Nick Mangieri,https://www.espn.com/college-sports/football/recruiting/player/_/id/119745/nick-mangieri,76,230,4.68,4.52,31,il,NA,NA
36,Blake Martinez,https://www.espn.com/college-sports/football/recruiting/player/_/id/129446/blake-martinez,73,242,5.1,NA,23.5,il,NA,NA
36,Myles Copeland,https://www.espn.com/college-sports/football/recruiting/player/_/id/112234/myles-copeland,72,217,4.85,4.48,24,il,NA,NA
36,Kadeem Thomas,https://www.espn.com/college-sports/football/recruiting/player/_/id/110813/kadeem-thomas,72,226,5.25,4.56,23.5,il,NA,NA
36,DaQual Randall,https://www.espn.com/college-sports/football/recruiting/player/_/id/105783/daqual-randall,72,220,4.86,4.87,24,il,NA,NA
36,Herbert Harris,https://www.espn.com/college-sports/football/recruiting/player/_/id/131073/herbert-harris,72,234,4.75,4.66,31.6,il,NA,NA
36,Luke Roberts,https://www.espn.com/college-sports/football/recruiting/player/_/id/107913/luke-roberts,74,224,4.93,4.32,28.1,il,NA,NA
36,Robert Wagner,https://www.espn.com/college-sports/football/recruiting/player/_/id/130408/robert-wagner,73,220,4.96,4.56,28,il,NA,NA
36,Ryan Riedel,https://www.espn.com/college-sports/football/recruiting/player/_/id/110497/ryan-riedel,72,220,4.88,4.6,31.5,il,NA,NA
36,Beau Hankins,https://www.espn.com/college-sports/football/recruiting/player/_/id/124595/beau-hankins,73,230,5.18,4.56,29.8,il,NA,NA
36,Rafael Kess,https://www.espn.com/college-sports/football/recruiting/player/_/id/113754/rafael-kess,71,209,4.94,4.82,28,il,NA,NA
36,Cameron McCurry,https://www.espn.com/college-sports/football/recruiting/player/_/id/111228/cameron-mccurry,71,215,4.84,4.35,30.5,il,NA,NA
36,Zachary Slafsky,https://www.espn.com/college-sports/football/recruiting/player/_/id/128177/zachary-slafsky,72,231,5.02,4.65,25,il,NA,NA
36,Tyler Goble,https://www.espn.com/college-sports/football/recruiting/player/_/id/87891/tyler-goble,72,230,4.9,4.35,27.5,il,NA,NA
36,Jake Thomas,https://www.espn.com/college-sports/football/recruiting/player/_/id/129383/jake-thomas,72,213,4.97,NA,27,il,NA,NA
36,Tremaine Lightfoot,https://www.espn.com/college-sports/football/recruiting/player/_/id/115433/tremaine-lightfoot,71,202,4.72,4.6,26,il,NA,NA
36,Joel Skotte,https://www.espn.com/college-sports/football/recruiting/player/_/id/99920/joel-skotte,75,225,4.91,4.59,30.8,il,NA,NA
36,Jason Sylva,https://www.espn.com/college-sports/football/recruiting/player/_/id/112752/jason-sylva,74,224,4.91,4.27,27.5,il,NA,NA
36,Prescott Line,https://www.espn.com/college-sports/football/recruiting/player/_/id/114165/prescott-line,71,215,4.93,4.5,26,il,NA,NA
36,Austin Calitro,https://www.espn.com/college-sports/football/recruiting/player/_/id/113211/austin-calitro,73,225,5.07,4.56,26,il,NA,NA
36,Chase Murdock,https://www.espn.com/college-sports/football/recruiting/player/_/id/119752/chase-murdock,72,210,4.77,4.21,29,il,NA,NA
36,Hunter Matt,https://www.espn.com/college-sports/football/recruiting/player/_/id/128408/hunter-matt,73,217,5,4.47,27,il,NA,NA
36,Shadow Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/119314/shadow-williams,71,208,4.8,4.6,26.3,il,NA,NA
36,Cal Cook,https://www.espn.com/college-sports/football/recruiting/player/_/id/109677/cal-cook,70,217,4.99,4.75,27,il,NA,NA
36,Bennett Moore,https://www.espn.com/college-sports/football/recruiting/player/_/id/112245/bennett-moore,74,225,5.11,4.5,24.9,il,NA,NA
36,Brian Anderson,https://www.espn.com/college-sports/football/recruiting/player/_/id/108953/brian-anderson,70,228,4.99,4.55,27.5,il,NA,NA
36,Michael Kalaman,https://www.espn.com/college-sports/football/recruiting/player/_/id/103895/michael-kalaman,75,197,4.95,4.43,25,il,NA,NA
36,Steve Jacobs,https://www.espn.com/college-sports/football/recruiting/player/_/id/142693/steve-jacobs,74,221,4.96,4.33,26.9,il,NA,NA
36,Nolan Peralta,https://www.espn.com/college-sports/football/recruiting/player/_/id/119450/nolan-peralta,75,223,5.12,4.46,29.3,il,NA,NA
36,Jamaal Cox,https://www.espn.com/college-sports/football/recruiting/player/_/id/111096/jamaal-cox,69,222,5.07,4.31,31.3,il,NA,NA
36,Nathan Ricketts,https://www.espn.com/college-sports/football/recruiting/player/_/id/87922/nathan-ricketts,74,210,4.99,4.4,31.5,il,NA,NA
37,Ben Boulware,https://www.espn.com/college-sports/football/recruiting/player/_/id/133955/ben-boulware,73,225,5.03,4.17,30.1,il,NA,NA
37,Isaac Savaiinaea,https://www.espn.com/college-sports/football/recruiting/player/_/id/127711/isaac-savaiinaea,75,231,4.66,4.14,31,il,NA,NA
37,Jordan Mastrogiovanni,https://www.espn.com/college-sports/football/recruiting/player/_/id/114301/jordan-mastrogiovanni,74,225,4.9,4.57,26.5,il,NA,NA
37,Larenz Bryant,https://www.espn.com/college-sports/football/recruiting/player/_/id/141552/larenz-bryant,73,207,4.61,4.47,32.4,il,NA,NA
