Source_File,Name,Link,Height,Weight,Dash40,Shuttle20,Vertical,Position,SPARQ,Power_Throw
49,Gionni Paul,https://www.espn.com/college-sports/football/recruiting/player/_/id/85217/gionni-paul,72,222,4.48,4.47,38.9,ol,NA,NA
49,Armstead Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/103976/armstead-williams,74,205,5.04,4.41,30.3,ol,NA,NA
49,Edsel Caprice,https://www.espn.com/college-sports/football/recruiting/player/_/id/106052/edsel-caprice,74,192,4.45,4.53,39,ol,NA,NA
49,Jaiari Dunaway,https://www.espn.com/college-sports/football/recruiting/player/_/id/108013/jaiari-dunaway,73,216,4.57,4.59,35.5,ol,NA,NA
49,Nick Menocal,https://www.espn.com/college-sports/football/recruiting/player/_/id/102976/nick-menocal,74,235,4.59,4.63,35.5,ol,NA,NA
49,Keith Lewis,https://www.espn.com/college-sports/football/recruiting/player/_/id/103903/keith-lewis,73,210,4.69,4.25,34,ol,NA,NA
49,Shaun Ward,https://www.espn.com/college-sports/football/recruiting/player/_/id/101382/shaun-ward,73,225,4.82,4.66,30.5,ol,NA,NA
49,Marcquis Roberts,https://www.espn.com/college-sports/football/recruiting/player/_/id/105827/marcquis-roberts,72,204,4.75,4.5,34,ol,NA,NA
49,Troy Gray,https://www.espn.com/college-sports/football/recruiting/player/_/id/110609/troy-gray,72,215,4.53,4.25,41.9,ol,NA,NA
49,Nicholas Grigsby,https://www.espn.com/college-sports/football/recruiting/player/_/id/88661/nicholas-grigsby,73,198,4.85,4.53,37.2,ol,NA,NA
49,James Sample,https://www.espn.com/college-sports/football/recruiting/player/_/id/105273/james-sample,75,195,4.65,4.65,30.1,ol,NA,NA
49,Conner Crowell,https://www.espn.com/college-sports/football/recruiting/player/_/id/92567/conner-crowell,73,220,4.51,4.26,34.3,ol,NA,NA
49,Terrance Plummer,https://www.espn.com/college-sports/football/recruiting/player/_/id/85422/terrance-plummer,71,215,NA,NA,26,ol,NA,NA
49,Derek Watt,https://www.espn.com/college-sports/football/recruiting/player/_/id/108017/derek-watt,74,209,4.74,4.25,29.4,ol,NA,NA
49,Logan Mayes,https://www.espn.com/college-sports/football/recruiting/player/_/id/100501/logan-mayes,74,214,5.08,4.31,34.5,ol,NA,NA
49,Alexandro Antoine,https://www.espn.com/college-sports/football/recruiting/player/_/id/105468/alexandro-antoine,73,222,4.81,4.17,29.8,ol,NA,NA
49,Zack Shaw,https://www.espn.com/college-sports/football/recruiting/player/_/id/104299/zack-shaw,76,216,4.84,4.47,29.9,ol,NA,NA
49,Mason Harris,https://www.espn.com/college-sports/football/recruiting/player/_/id/89562/mason-harris,75,198,4.75,4.35,37,ol,NA,NA
50,Kwon Alexander,https://www.espn.com/college-sports/football/recruiting/player/_/id/115780/kwon-alexander,74,215,4.51,4.2,33.8,ol,NA,NA
50,Jabari Ruffin,https://www.espn.com/college-sports/football/recruiting/player/_/id/130031/jabari-ruffin,75,230,4.64,4.54,30.9,ol,NA,NA
50,Peter Jinkens,https://www.espn.com/college-sports/football/recruiting/player/_/id/116249/peter-jinkens,73,210,4.52,4.33,36.3,ol,NA,NA
50,Dillon Lee,https://www.espn.com/college-sports/football/recruiting/player/_/id/125750/dillon-lee,76,220,4.66,4.26,35.6,ol,NA,NA
50,Lorenzo Phillips,https://www.espn.com/college-sports/football/recruiting/player/_/id/105274/lorenzo-phillips,73,205,4.74,4.51,30,ol,NA,NA
50,Raphael Kirby,https://www.espn.com/college-sports/football/recruiting/player/_/id/110612/raphael-kirby,73,215,4.66,4.5,38.7,ol,NA,NA
50,James Burgess Jr.,https://www.espn.com/college-sports/football/recruiting/player/_/id/90556/james-burgess-jr,72,196,4.64,4.12,32.8,ol,NA,NA
50,Khalid Henderson,https://www.espn.com/college-sports/football/recruiting/player/_/id/118785/khalid-henderson,73,210,4.69,4.69,31.6,ol,NA,NA
50,Ken Ekanem,https://www.espn.com/college-sports/football/recruiting/player/_/id/92145/ken-ekanem,75,235,4.69,4.46,30.5,ol,NA,NA
50,Jeremiah Tshimanga,https://www.espn.com/college-sports/football/recruiting/player/_/id/120247/jeremiah-tshimanga,74,225,5.08,4.75,34.9,ol,NA,NA
50,Timothy Cole,https://www.espn.com/college-sports/football/recruiting/player/_/id/116253/timothy-cole,74,215,5,4.3,31.1,ol,NA,NA
50,Keith Brown,https://www.espn.com/college-sports/football/recruiting/player/_/id/106070/keith-brown,73,225,4.59,4.12,36.5,ol,NA,NA
50,Darreon Herring,https://www.espn.com/college-sports/football/recruiting/player/_/id/107141/darreon-herring,74,200,4.9,4.67,30.5,ol,NA,NA
50,Cassanova McKinzy,https://www.espn.com/college-sports/football/recruiting/player/_/id/110603/cassanova-mckinzy,74,225,4.65,4.31,26.5,ol,NA,NA
50,Deaysean Rippy,https://www.espn.com/college-sports/football/recruiting/player/_/id/86490/deaysean-rippy,74,210,4.79,4.5,27.5,ol,NA,NA
50,Shakeel Rashad,https://www.espn.com/college-sports/football/recruiting/player/_/id/105158/shakeel-rashad,74,215,4.72,4.63,34,ol,NA,NA
50,Otha Peters,https://www.espn.com/college-sports/football/recruiting/player/_/id/115380/otha-peters,73,215,4.82,4.72,28.5,ol,NA,NA
50,Ryan Flannigan,https://www.espn.com/college-sports/football/recruiting/player/_/id/134913/ryan-flannigan,73,200,4.6,4.22,31.5,ol,NA,NA
50,Brett Bafaro,https://www.espn.com/college-sports/football/recruiting/player/_/id/116085/brett-bafaro,74,215,4.57,4.12,33.2,ol,NA,NA
50,Tajarvis Fuller,https://www.espn.com/college-sports/football/recruiting/player/_/id/124163/tajarvis-fuller,73,185,4.78,4.94,25,ol,NA,NA
50,Kendall Ehrlich,https://www.espn.com/college-sports/football/recruiting/player/_/id/115272/kendall-ehrlich,73,200,4.73,4.32,31,ol,NA,NA
50,Justin King,https://www.espn.com/college-sports/football/recruiting/player/_/id/89180/justin-king,74,210,4.87,4.91,27.5,ol,NA,NA
50,Jamie Willis,https://www.espn.com/college-sports/football/recruiting/player/_/id/108815/jamie-willis,73,195,4.8,4.56,34.2,ol,NA,NA
50,Josh Witt,https://www.espn.com/college-sports/football/recruiting/player/_/id/128154/josh-witt,73,215,4.5,4.28,27.5,ol,NA,NA
50,Lester Liston,https://www.espn.com/college-sports/football/recruiting/player/_/id/128411/lester-liston,73,211,4.94,4.53,27.5,ol,NA,NA
50,Alex Lyons,https://www.espn.com/college-sports/football/recruiting/player/_/id/107638/alex-lyons,72,205,4.9,4.57,27.5,ol,NA,NA
50,Dan Mastromatteo,https://www.espn.com/college-sports/football/recruiting/player/_/id/119344/dan-mastromatteo,73,215,4.86,4.31,28.5,ol,NA,NA
50,Kenneth Bynum,https://www.espn.com/college-sports/football/recruiting/player/_/id/119253/kenneth-bynum,72,214,5.06,4.57,22.5,ol,NA,NA
50,T.J. Burrell,https://www.espn.com/college-sports/football/recruiting/player/_/id/84045/tj-burrell,72,200,4.59,4.15,35.7,ol,NA,NA
50,Tre Banks,https://www.espn.com/college-sports/football/recruiting/player/_/id/128056/tre-banks,72,225,4.61,4.41,32.5,ol,NA,NA
50,T.J. Holloman,https://www.espn.com/college-sports/football/recruiting/player/_/id/118787/tj-holloman,74,220,4.92,4.6,25,ol,NA,NA
50,Tyrone Neal,https://www.espn.com/college-sports/football/recruiting/player/_/id/122651/tyrone-neal,72,220,5.15,4.68,26.2,ol,NA,NA
50,Dahman McKinnon,https://www.espn.com/college-sports/football/recruiting/player/_/id/130057/dahman-mckinnon,71,183,4.72,4.35,32.4,ol,NA,NA
50,Micah Awe,https://www.espn.com/college-sports/football/recruiting/player/_/id/137838/micah-awe,72,197,4.72,4.37,40.1,ol,NA,NA
50,Jaylen Coleman,https://www.espn.com/college-sports/football/recruiting/player/_/id/86275/jaylen-coleman,71,232,4.78,4.65,26.8,ol,NA,NA
50,Jake Schany,https://www.espn.com/college-sports/football/recruiting/player/_/id/113530/jake-schany,74,215,4.87,4.53,33.5,ol,NA,NA
50,Cameron Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/129513/cameron-smith,74,207,4.67,4.56,33.2,ol,NA,NA
50,Kevin Davis,https://www.espn.com/college-sports/football/recruiting/player/_/id/118167/kevin-davis,74,220,4.73,4.4,30.5,ol,NA,NA
50,Javiere Mitchell,https://www.espn.com/college-sports/football/recruiting/player/_/id/111897/javiere-mitchell,73,197,4.81,4.45,32.5,ol,NA,NA
50,Dayne Davis,https://www.espn.com/college-sports/football/recruiting/player/_/id/107693/dayne-davis,74,205,5.01,4.25,29.3,ol,NA,NA
50,Kenneth Goins,https://www.espn.com/college-sports/football/recruiting/player/_/id/126828/kenneth-goins,69,209,4.65,4.5,27,ol,NA,NA
50,Kris Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/137844/kris-williams,73,203,4.85,4.52,32.2,ol,NA,NA
50,Devon Porchia,https://www.espn.com/college-sports/football/recruiting/player/_/id/122798/devon-porchia,73,197,5.07,4.56,23.5,ol,NA,NA
50,Harding Harper,https://www.espn.com/college-sports/football/recruiting/player/_/id/124837/harding-harper,73,210,5,4.72,31.2,ol,NA,NA
50,Kola Alli,https://www.espn.com/college-sports/football/recruiting/player/_/id/135034/kola-alli,73,210,4.56,4.25,39.7,ol,NA,NA
50,Josh Glanton,https://www.espn.com/college-sports/football/recruiting/player/_/id/131788/josh-glanton,74,205,4.96,NA,30.2,ol,NA,NA
51,Matthew Thomas,https://www.espn.com/college-sports/football/recruiting/player/_/id/129808/matthew-thomas,75,205,4.59,4.09,35.6,ol,NA,NA
51,Jaylon Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/141518/jaylon-smith,75,212,4.59,4.41,32.6,ol,NA,NA
51,Matt Rolin,https://www.espn.com/college-sports/football/recruiting/player/_/id/148004/matt-rolin,76,209,4.79,4.3,36.5,ol,NA,NA
51,Quinton Powell,https://www.espn.com/college-sports/football/recruiting/player/_/id/141307/quinton-powell,74,200,4.81,4.49,29,ol,NA,NA
51,Dorian O'Daniel,https://www.espn.com/college-sports/football/recruiting/player/_/id/140421/dorian-odaniel,73,201,4.55,4.19,35.8,ol,NA,NA
51,Mike Mitchell,https://www.espn.com/college-sports/football/recruiting/player/_/id/150492/mike-mitchell,76,216,4.45,4.25,40.3,ol,NA,NA
51,Jermaine Grace,https://www.espn.com/college-sports/football/recruiting/player/_/id/135233/jermaine-grace,73,210,4.57,4.4,34.1,ol,NA,NA
51,Freddie Stevenson,https://www.espn.com/college-sports/football/recruiting/player/_/id/132099/freddie-stevenson,73,230,4.8,4.87,28.8,ol,NA,NA
51,Peter Kalambayi,https://www.espn.com/college-sports/football/recruiting/player/_/id/140430/peter-kalambayi,75,238,4.62,4.25,35.6,ol,NA,NA
51,Corey Vereen,https://www.espn.com/college-sports/football/recruiting/player/_/id/132091/corey-vereen,74,230,4.91,4.25,28.5,ol,NA,NA
51,Andrew Motu'apuaka,https://www.espn.com/college-sports/football/recruiting/player/_/id/134136/andrew-motuapuaka,71,220,4.7,4.5,30,ol,NA,NA
51,Courtney Love,https://www.espn.com/college-sports/football/recruiting/player/_/id/136015/courtney-love,73,225,4.92,4.47,26.2,ol,NA,NA
51,Jon Reschke,https://www.espn.com/college-sports/football/recruiting/player/_/id/143551/jon-reschke,74,229,4.8,4.25,31.8,ol,NA,NA
51,Kristopher Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/152097/kristopher-smith,73,201,4.89,4.38,34,ol,NA,NA
51,Skai Moore,https://www.espn.com/college-sports/football/recruiting/player/_/id/146577/skai-moore,75,195,4.69,NA,28.5,ol,NA,NA
51,Jalen Stevens,https://www.espn.com/college-sports/football/recruiting/player/_/id/152271/jalen-stevens,74,216,4.83,4.56,27.7,ol,NA,NA
51,Julian Thomas-Jackson,https://www.espn.com/college-sports/football/recruiting/player/_/id/154886/julian-thomas-jackson,75,193,4.88,4.68,29.1,ol,NA,NA
51,Kight Dallas,https://www.espn.com/college-sports/football/recruiting/player/_/id/125045/kight-dallas,73,220,5.14,4.91,26.3,ol,NA,NA
51,Joe Burkett,https://www.espn.com/college-sports/football/recruiting/player/_/id/150243/joe-burkett,74,200,4.61,NA,NA,ol,NA,NA
51,Dominic Zanca-McDonald,https://www.espn.com/college-sports/football/recruiting/player/_/id/132419/dominic-zanca-mcdonald,73,240,5.07,4.66,21.5,ol,NA,NA
51,Xavier Phillips,https://www.espn.com/college-sports/football/recruiting/player/_/id/158309/xavier-phillips,73,202,4.8,4.44,27.7,ol,NA,NA
51,Mohamed Camara,https://www.espn.com/college-sports/football/recruiting/player/_/id/154149/mohamed-camara,73,200,5.24,4.43,32.8,ol,NA,NA
51,Kellen Ash,https://www.espn.com/college-sports/football/recruiting/player/_/id/155807/kellen-ash,74,197,4.8,4.25,33.7,ol,NA,NA
51,Jacarthy Mack,https://www.espn.com/college-sports/football/recruiting/player/_/id/134585/jacarthy-mack,74,205,4.88,4.63,32,ol,NA,NA
51,Anthony Walker Jr.,https://www.espn.com/college-sports/football/recruiting/player/_/id/120908/anthony-walker-jr,73,207,4.48,4.44,35.1,ol,NA,NA
51,Nigel Harris,https://www.espn.com/college-sports/football/recruiting/player/_/id/132090/nigel-harris,74,205,4.86,4.87,32.8,ol,NA,NA
51,Jerod Fernandez,https://www.espn.com/college-sports/football/recruiting/player/_/id/132223/jerod-fernandez,72,210,5.1,5.09,24.3,ol,NA,NA
51,Rayfield Dixon,https://www.espn.com/college-sports/football/recruiting/player/_/id/135216/rayfield-dixon,75,192,4.82,4.28,38.1,ol,NA,NA
51,John Van Allen,https://www.espn.com/college-sports/football/recruiting/player/_/id/136032/john-van-allen,75,201,4.84,4.65,26.2,ol,NA,NA
51,Marcus Robinson,https://www.espn.com/college-sports/football/recruiting/player/_/id/150544/marcus-robinson,76,207,4.82,4.41,32.5,ol,NA,NA
51,Devaris Brunson,https://www.espn.com/college-sports/football/recruiting/player/_/id/143653/devaris-brunson,73,202,4.82,4.61,30,ol,NA,NA
51,Nick Internicola,https://www.espn.com/college-sports/football/recruiting/player/_/id/146568/nick-internicola,75,230,5.15,NA,25,ol,NA,NA
51,Jimmie Gilbert,https://www.espn.com/college-sports/football/recruiting/player/_/id/141438/jimmie-gilbert,77,201,4.75,4.46,28.4,ol,NA,NA
51,Rasheen Jones,https://www.espn.com/college-sports/football/recruiting/player/_/id/146694/rasheen-jones,74,230,4.69,4.76,28.1,ol,NA,NA
51,Austin Ramesh,https://www.espn.com/college-sports/football/recruiting/player/_/id/144572/austin-ramesh,74,230,NA,4.5,34,ol,NA,NA
51,Ryan Dunn,https://www.espn.com/college-sports/football/recruiting/player/_/id/142529/ryan-dunn,74,205,4.92,4.56,27.6,ol,NA,NA
52,Christian Miller,https://www.espn.com/college-sports/football/recruiting/player/_/id/169931/christian-miller,76,212,4.74,4.18,38.6,ol,NA,NA
52,Rashaan Evans,https://www.espn.com/college-sports/football/recruiting/player/_/id/170133/rashaan-evans,75,217,4.51,4.27,38.4,ol,NA,NA
52,Dillon Bates,https://www.espn.com/college-sports/football/recruiting/player/_/id/163947/dillon-bates,75,213,4.51,4.09,39.8,ol,NA,NA
52,Delvin Purifoy,https://www.espn.com/college-sports/football/recruiting/player/_/id/153911/delvin-purifoy,74,234,4.7,4.87,35.3,ol,NA,NA
52,Edwin Freeman,https://www.espn.com/college-sports/football/recruiting/player/_/id/169409/edwin-freeman,73,212,4.73,4.31,33,ol,NA,NA
52,Dante Booker Jr.,https://www.espn.com/college-sports/football/recruiting/player/_/id/156047/dante-booker-jr,75,212,4.52,4.31,33.7,ol,NA,NA
52,Bryson Allen-Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/169639/bryson-allen-williams,73,230,4.89,4.46,29.3,ol,NA,NA
52,Dwight Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/145008/dwight-williams,73,201,4.6,4.15,35.7,ol,NA,NA
52,Otaro Alaka,https://www.espn.com/college-sports/football/recruiting/player/_/id/154663/otaro-alaka,75,210,5.17,4.69,31.3,ol,NA,NA
52,Jamardre Cobb,https://www.espn.com/college-sports/football/recruiting/player/_/id/159736/jamardre-cobb,72,229,4.79,4.72,27.6,ol,NA,NA
52,Korie Rogers,https://www.espn.com/college-sports/football/recruiting/player/_/id/166849/korie-rogers,73,207,4.83,4.51,28.5,ol,NA,NA
52,D.J. Calhoun,https://www.espn.com/college-sports/football/recruiting/player/_/id/165965/dj-calhoun,72,201,4.66,4.35,32.8,ol,NA,NA
52,Donnie Alexander,https://www.espn.com/college-sports/football/recruiting/player/_/id/155497/donnie-alexander,73,207,4.83,4.38,27.9,ol,NA,NA
52,Davonte James,https://www.espn.com/college-sports/football/recruiting/player/_/id/169673/davonte-james,73,233,5.1,4.55,27.1,ol,NA,NA
52,Keith Holcombe,https://www.espn.com/college-sports/football/recruiting/player/_/id/185078/keith-holcombe,75,210,4.6,NA,NA,ol,NA,NA
52,Kyle Berger,https://www.espn.com/college-sports/football/recruiting/player/_/id/171682/kyle-berger,74,222,4.73,4.21,31.6,ol,NA,NA
52,Sharieff Rhaheed-Muhammad,https://www.espn.com/college-sports/football/recruiting/player/_/id/170225/sharieff-rhaheed-muhammad,74,202,NA,NA,31.2,ol,NA,NA
52,Petera Wilson,https://www.espn.com/college-sports/football/recruiting/player/_/id/167492/petera-wilson,74,216,4.92,NA,37.1,ol,NA,NA
52,Jimmie Swain IV,https://www.espn.com/college-sports/football/recruiting/player/_/id/176503/jimmie-swain-iv,75,229,4.71,4.41,32.3,ol,NA,NA
52,Chris Register,https://www.espn.com/college-sports/football/recruiting/player/_/id/169929/chris-register,75,230,5,4.53,30.1,ol,NA,NA
52,Zavier Carmichael,https://www.espn.com/college-sports/football/recruiting/player/_/id/155475/zavier-carmichael,71,203,4.82,4.75,30.9,ol,NA,NA
52,Nile Sykes,https://www.espn.com/college-sports/football/recruiting/player/_/id/167553/nile-sykes,74,219,NA,4.1,NA,ol,NA,NA
52,Terrell Lewis,https://www.espn.com/college-sports/football/recruiting/player/_/id/132431/terrell-lewis,74,206,4.75,4.37,32.6,ol,NA,NA
52,Joey Alfieri,https://www.espn.com/college-sports/football/recruiting/player/_/id/168362/joey-alfieri,74,230,4.68,4.06,35.1,ol,NA,NA
52,Richard Yeargin III,https://www.espn.com/college-sports/football/recruiting/player/_/id/152970/richard-yeargin-iii,75,225,4.98,4.44,30.9,ol,NA,NA
52,Jordan Perez,https://www.espn.com/college-sports/football/recruiting/player/_/id/176542/jordan-perez,73,210,4.77,4.34,32.4,ol,NA,NA
52,Fred Warner,https://www.espn.com/college-sports/football/recruiting/player/_/id/172652/fred-warner,75,205,4.8,4.32,32,ol,NA,NA
52,Jordan Hoiem,https://www.espn.com/college-sports/football/recruiting/player/_/id/150428/jordan-hoiem,77,208,4.84,4.34,27.8,ol,NA,NA
52,Jaboree' Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/172359/jaboree-williams,73,210,4.84,4.74,32,ol,NA,NA
52,Hamilton Anoa'i,https://www.espn.com/college-sports/football/recruiting/player/_/id/166677/hamilton-anoai,75,204,4.6,4.24,30.9,ol,NA,NA
52,Ronald Walker,https://www.espn.com/college-sports/football/recruiting/player/_/id/140740/ronald-walker,73,185,4.67,4.43,34.7,ol,NA,NA
52,Andrew Beck,https://www.espn.com/college-sports/football/recruiting/player/_/id/163949/andrew-beck,75,226,4.69,4.57,29.7,ol,NA,NA
52,James Jacobs III,https://www.espn.com/college-sports/football/recruiting/player/_/id/176913/james-jacobs-iii,76,201,4.94,4.85,27.9,ol,NA,NA
52,D'Ronjzhiah Mathews,https://www.espn.com/college-sports/football/recruiting/player/_/id/170477/dronjzhiah-mathews,72,204,4.99,4.51,27,ol,NA,NA
52,Victor Evans,https://www.espn.com/college-sports/football/recruiting/player/_/id/167673/victor-evans,75,220,4.96,4.65,27.6,ol,NA,NA
52,Cayson Collins,https://www.espn.com/college-sports/football/recruiting/player/_/id/163465/cayson-collins,73,210,5.23,4.6,32.9,ol,NA,NA
52,Zach Vaughan,https://www.espn.com/college-sports/football/recruiting/player/_/id/153889/zach-vaughan,76,218,4.78,4.15,32.6,ol,NA,NA
52,Matthew Adams,https://www.espn.com/college-sports/football/recruiting/player/_/id/176732/matthew-adams,72,203,4.91,4.32,33.4,ol,NA,NA
52,Grant Watanabe,https://www.espn.com/college-sports/football/recruiting/player/_/id/153941/grant-watanabe,70,225,4.87,4.25,31,ol,NA,NA
52,Airius Moore,https://www.espn.com/college-sports/football/recruiting/player/_/id/172355/airius-moore,72,224,5.08,4.41,28.3,ol,NA,NA
52,Noah Westerfield,https://www.espn.com/college-sports/football/recruiting/player/_/id/179966/noah-westerfield,75,215,4.96,4.79,27.8,ol,NA,NA
52,Ty Schwab,https://www.espn.com/college-sports/football/recruiting/player/_/id/153311/ty-schwab,72,208,4.84,4.31,25.5,ol,NA,NA
52,Curtis Akins,https://www.espn.com/college-sports/football/recruiting/player/_/id/167370/curtis-akins,72,208,4.77,4.77,33.1,ol,NA,NA
52,Sam Seonbuchner,https://www.espn.com/college-sports/football/recruiting/player/_/id/176130/sam-seonbuchner,74,223,4.9,4.5,25.8,ol,NA,NA
52,Darian Yancey,https://www.espn.com/college-sports/football/recruiting/player/_/id/173172/darian-yancey,73,213,4.79,4.22,33.7,ol,NA,NA
52,Christian Sam,https://www.espn.com/college-sports/football/recruiting/player/_/id/137903/christian-sam,73,206,4.74,4.08,33.3,ol,NA,NA
52,Anthony Davis,https://www.espn.com/college-sports/football/recruiting/player/_/id/131508/anthony-davis,70,204,4.79,4.84,26,ol,NA,NA
52,Michael Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/162983/michael-smith,74,210,4.86,4.53,30.2,ol,NA,NA
52,Josh Ehambe,https://www.espn.com/college-sports/football/recruiting/player/_/id/176606/josh-ehambe,75,226,4.77,4.25,24.7,ol,NA,NA
52,Gelen Robinson,https://www.espn.com/college-sports/football/recruiting/player/_/id/167540/gelen-robinson,74,231,4.79,4.43,30.6,ol,NA,NA
53,Roquan Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/177402/roquan-smith,74,204,4.71,4.28,33.9,ol,NA,NA
53,Malik Jefferson,https://www.espn.com/college-sports/football/recruiting/player/_/id/171152/malik-jefferson,75,220,4.39,4.19,39.7,ol,NA,NA
53,Jeffery Holland,https://www.espn.com/college-sports/football/recruiting/player/_/id/172057/jeffery-holland,74,226,NA,NA,28.6,ol,NA,NA
53,Jerome Baker,https://www.espn.com/college-sports/football/recruiting/player/_/id/173447/jerome-baker,73,202,4.54,4.09,33.6,ol,NA,NA
53,Osa Masina,https://www.espn.com/college-sports/football/recruiting/player/_/id/172781/osa-masina,76,233,4.76,4.31,30.5,ol,NA,NA
53,Jordan Colbert,https://www.espn.com/college-sports/football/recruiting/player/_/id/190274/jordan-colbert,75,205,4.92,4.4,32.2,ol,NA,NA
53,Mekhi Brown,https://www.espn.com/college-sports/football/recruiting/player/_/id/171525/mekhi-brown,77,218,4.84,4.56,30.1,ol,NA,NA
53,Quart'e Sapp,https://www.espn.com/college-sports/football/recruiting/player/_/id/184093/quarte-sapp,74,203,NA,4.47,36.7,ol,NA,NA
53,Darrell Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/187890/darrell-williams,75,226,4.69,4.3,27,ol,NA,NA
53,Josh Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/173978/josh-smith,75,220,5.24,4.7,27,ol,NA,NA
53,Eli Brown,https://www.espn.com/college-sports/football/recruiting/player/_/id/182300/eli-brown,74,200,NA,4.52,NA,ol,NA,NA
53,Kyahva Tezino,https://www.espn.com/college-sports/football/recruiting/player/_/id/166827/kyahva-tezino,73,208,NA,4.56,29,ol,NA,NA
53,Cameron Townsend,https://www.espn.com/college-sports/football/recruiting/player/_/id/179620/cameron-townsend,73,205,4.63,4.03,36.3,ol,NA,NA
53,Charles Perry,https://www.espn.com/college-sports/football/recruiting/player/_/id/180168/charles-perry,73,203,4.67,4.68,37,ol,NA,NA
53,Chad Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/180621/chad-smith,76,213,4.69,4,41.9,ol,NA,NA
53,Te'Von Coney,https://www.espn.com/college-sports/football/recruiting/player/_/id/189026/tevon-coney,73,222,NA,NA,29,ol,NA,NA
53,Bo Wallace,https://www.espn.com/college-sports/football/recruiting/player/_/id/192218/bo-wallace,76,202,4.68,4.31,33.7,ol,NA,NA
53,Richard Moore,https://www.espn.com/college-sports/football/recruiting/player/_/id/182023/richard-moore,73,210,NA,4.69,30,ol,NA,NA
53,Landis Durham,https://www.espn.com/college-sports/football/recruiting/player/_/id/181987/landis-durham,74,206,4.85,4.56,26.5,ol,NA,NA
53,Andre Smith,https://www.espn.com/college-sports/football/recruiting/player/_/id/180255/andre-smith,72,215,4.98,4.54,32,ol,NA,NA
53,Markus Bailey,https://www.espn.com/college-sports/football/recruiting/player/_/id/188446/markus-bailey,73,215,NA,NA,33,ol,NA,NA
53,D.J. Beavers,https://www.espn.com/college-sports/football/recruiting/player/_/id/178512/dj-beavers,73,211,4.85,4.56,26.2,ol,NA,NA
53,Carson Lydon,https://www.espn.com/college-sports/football/recruiting/player/_/id/190906/carson-lydon,74,235,4.86,4.25,30.2,ol,NA,NA
53,Daniel Fennell,https://www.espn.com/college-sports/football/recruiting/player/_/id/195728/daniel-fennell,75,215,4.78,4.31,30.2,ol,NA,NA
53,Josh Woods,https://www.espn.com/college-sports/football/recruiting/player/_/id/194532/josh-woods,75,200,4.71,4.22,32.9,ol,NA,NA
53,Juwan Taylor,https://www.espn.com/college-sports/football/recruiting/player/_/id/195562/juwan-taylor,73,191,NA,4.57,NA,ol,NA,NA
53,Jordan Fox,https://www.espn.com/college-sports/football/recruiting/player/_/id/172506/jordan-fox,75,221,4.93,4.16,26.8,ol,NA,NA
53,Fred Walls,https://www.espn.com/college-sports/football/recruiting/player/_/id/182255/fred-walls,72,217,4.69,4.66,37.5,ol,NA,NA
53,Justice Williams,https://www.espn.com/college-sports/football/recruiting/player/_/id/189562/justice-williams,75,202,NA,4.47,28.6,ol,NA,NA
53,Joseph Prevost,https://www.espn.com/college-sports/football/recruiting/player/_/id/174570/joseph-prevost,73,213,4.75,4.62,32.3,ol,NA,NA
53,Bruce Davis,https://www.espn.com/college-sports/football/recruiting/player/_/id/173889/bruce-davis,73,195,4.9,4.93,30.5,ol,NA,NA
53,Bobby McMillen,https://www.espn.com/college-sports/football/recruiting/player/_/id/193752/bobby-mcmillen,73,211,4.92,4.44,32.1,ol,NA,NA
53,Rayshad Jackson,https://www.espn.com/college-sports/football/recruiting/player/_/id/192344/rayshad-jackson,73,200,4.68,4.56,32.8,ol,NA,NA
53,Tyriq Thompson,https://www.espn.com/college-sports/football/recruiting/player/_/id/174601/tyriq-thompson,72,219,4.79,4.59,30.1,ol,NA,NA
53,Darrien McNair,https://www.espn.com/college-sports/football/recruiting/player/_/id/153185/darrien-mcnair,75,211,4.56,4.72,34.7,ol,NA,NA
53,Christopher Calhoun,https://www.espn.com/college-sports/football/recruiting/player/_/id/177633/christopher-calhoun,75,221,4.99,4.5,32.4,ol,NA,NA
53,Rahn Bailey,https://www.espn.com/college-sports/football/recruiting/player/_/id/192689/rahn-bailey,74,226,NA,4.86,NA,ol,NA,NA
53,Clay Johnston,https://www.espn.com/college-sports/football/recruiting/player/_/id/197102/clay-johnston,74,200,4.78,4.07,39.2,ol,NA,NA
53,Derrick Graham,https://www.espn.com/college-sports/football/recruiting/player/_/id/190683/derrick-graham,76,208,5.04,4.69,27.7,ol,NA,NA
53,Riley Garner,https://www.espn.com/college-sports/football/recruiting/player/_/id/176152/riley-garner,75,215,4.81,4.25,34.5,ol,NA,NA
53,Anthony Camargo,https://www.espn.com/college-sports/football/recruiting/player/_/id/194733/anthony-camargo,75,209,NA,4.44,NA,ol,NA,NA
